stat,filename,set,combo_1,combo_2,combo_3,combo_4,combo_5,combo_6,combo_7,combo_8,combo_9,combo_10,combo_11,combo_12,combo_13,combo_14,combo_15,combo_16,combo_17,combo_18,combo_19,combo_20,combo_21,combo_22,combo_23,combo_24,combo_25
speed,set010-A2_261.txt,10,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47
distance,set010-A2_261.txt,10,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13,2356.13
trough,set010-A2_330.txt,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
speed,set010-A2_330.txt,10,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
distance,set010-A2_330.txt,10,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77
trough,set010-A2_97.txt,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
speed,set010-A2_97.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set010-A2_97.txt,10,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
trough,set010-A3_141.txt,10,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
speed,set010-A3_141.txt,10,1.12,1.13,1.13,1.14,1.13,1.15,1.14,1.14,1.13,1.13,1.14,1.13,1.13,1.14,1.14,1.13,1.13,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
distance,set010-A3_141.txt,10,10.68,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31
trough,set010-A3_313.txt,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
speed,set010-A3_313.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set010-A3_313.txt,10,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
trough,set010-A3_333.txt,10,32,32,32,32,32,32,32,32,32,33,32,32,32,33,33,32,33,33,33,34,33,33,34,34,34
speed,set010-A3_333.txt,10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.61,0.59,0.6,0.6,0.61,0.59,0.59,0.61,0.59,0.59,0.59,0.79,0.59,0.59,0.79,0.79,0.8
distance,set010-A3_333.txt,10,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,11.31,10.68,10.68,10.68,11.31,11.31,10.68,11.31,11.31,11.31,11.94,11.31,11.31,11.94,11.94,11.94
trough,set010-A3_387.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set010-A3_387.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set010-A3_387.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set010-A3_391.txt,10,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857
speed,set010-A3_391.txt,10,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51
distance,set010-A3_391.txt,10,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24,1164.24
trough,set010-A3_410.txt,10,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572,6572
speed,set010-A3_410.txt,10,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
distance,set010-A3_410.txt,10,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3,4127.3
trough,set010-A4_101.txt,10,13,13,9,10,10,10,9,10,10,4,9,10,7,4,4,10,4,4,4,4,4,4,4,4,4
speed,set010-A4_101.txt,10,4.28,8.37,0,15.71,4.87,5.71,0,4.79,6.13,0,3.14,5.0,4.28,0,0,6.13,0,0,0,0,0,0,0,0,0
distance,set010-A4_101.txt,10,2.51,3.14,1.26,1.88,3.14,1.88,1.26,2.51,3.77,1.26,1.88,3.14,2.51,1.26,1.26,3.77,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
trough,set010-A4_113.txt,10,119,107,28,27,26,56,27,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26
speed,set010-A4_113.txt,10,3.74,4.25,0.42,0.42,0.42,3.34,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
distance,set010-A4_113.txt,10,69.11,61.57,12.57,12.57,12.57,30.16,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57
trough,set010-A4_24.txt,10,125,98,46,43,41,52,43,42,40,40,42,41,40,39,39,40,39,39,39,38,39,39,38,38,38
speed,set010-A4_24.txt,10,2.9,3.13,0.28,0.28,0.28,1.06,0.28,0.28,0.25,0.25,0.28,0.28,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
distance,set010-A4_24.txt,10,66.6,51.52,19.48,18.85,17.59,21.99,18.85,18.22,16.96,16.96,18.22,17.59,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96
trough,set010-A4_323.txt,10,2434,2415,2416,2433,2492,2415,2420,2444,2485,2432,2433,2492,2447,2411,2410,2485,2423,2411,2410,2410,2411,2410,2410,2410,2410
speed,set010-A4_323.txt,10,0.35,0.33,0.33,0.36,0.49,0.33,0.34,0.4,0.48,0.36,0.36,0.49,0.39,0.33,0.33,0.47,0.35,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
distance,set010-A4_323.txt,10,1519.23,1507.92,1508.55,1519.23,1558.81,1507.92,1510.43,1527.4,1555.04,1521.74,1519.23,1558.81,1531.17,1509.18,1508.55,1554.41,1516.09,1509.18,1508.55,1508.55,1509.18,1508.55,1508.55,1508.55,1508.55
trough,set010-A4_352.txt,10,717,715,715,715,714,715,715,715,713,713,715,714,713,713,713,713,713,713,713,713,713,713,713,713,713
speed,set010-A4_352.txt,10,0.25,0.21,0.21,0.21,0.2,0.21,0.21,0.21,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
distance,set010-A4_352.txt,10,445.46,444.21,444.21,444.21,443.58,444.21,444.21,444.21,442.95,442.95,444.21,443.58,442.95,442.95,442.95,442.95,442.95,442.95,442.95,442.95,442.95,442.95,442.95,442.95,442.95
trough,set010-A4_54.txt,10,255,213,24,14,20,45,17,17,18,14,14,16,21,9,7,18,14,7,6,5,9,6,5,4,3
speed,set010-A4_54.txt,10,4.73,4.77,1.05,2.99,5.74,2.74,1.15,3.94,5.7,3.6,2.45,3.78,4.81,4.46,6.7,5.7,3.6,6.56,2.69,0,4.46,6.56,0,0,0
distance,set010-A4_54.txt,10,153.31,127.54,10.05,4.4,8.8,23.25,6.28,6.91,7.54,5.65,5.03,6.28,9.42,2.51,2.51,7.54,5.65,1.88,1.88,1.26,2.51,1.88,1.26,0.63,0.63
trough,set010-B1_236.txt,10,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660
speed,set010-B1_236.txt,10,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41
distance,set010-B1_236.txt,10,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42,413.42
trough,set010-B1_293.txt,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set010-B1_293.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set010-B1_293.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set010-B1_324.txt,10,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493,23493
speed,set010-B1_324.txt,10,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
distance,set010-B1_324.txt,10,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51,14757.51
trough,set010-B1_331.txt,10,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396
speed,set010-B1_331.txt,10,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
distance,set010-B1_331.txt,10,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59,874.59
trough,set010-B2_116.txt,10,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
speed,set010-B2_116.txt,10,0.38,0.38,0.38,0.38,0.37,0.38,0.38,0.38,0.37,0.37,0.38,0.37,0.37,0.38,0.38,0.37,0.37,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
distance,set010-B2_116.txt,10,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05
trough,set010-B2_22.txt,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set010-B2_22.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set010-B2_22.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set010-B2_221.txt,10,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
speed,set010-B2_221.txt,10,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51
distance,set010-B2_221.txt,10,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17
trough,set010-B2_247.txt,10,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134
speed,set010-B2_247.txt,10,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
distance,set010-B2_247.txt,10,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08,681.08
trough,set010-B2_404.txt,10,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297,1297
speed,set010-B2_404.txt,10,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
distance,set010-B2_404.txt,10,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18,772.18
trough,set010-B3_214.txt,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
speed,set010-B3_214.txt,10,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
distance,set010-B3_214.txt,10,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
trough,set010-B3_301.txt,10,2812,2818,2829,2839,2858,2826,2833,2845,2862,2893,2843,2854,2889,2905,2946,2862,2893,2923,2956,2991,2912,2939,2975,3011,3100
speed,set010-B3_301.txt,10,0.21,0.23,0.27,0.31,0.39,0.26,0.29,0.34,0.41,0.54,0.33,0.37,0.52,0.58,0.73,0.41,0.54,0.64,0.77,0.93,0.6,0.7,0.86,1.0,1.36
distance,set010-B3_301.txt,10,1731.59,1735.36,1742.28,1748.56,1760.5,1740.39,1744.79,1752.33,1763.01,1782.49,1751.07,1757.98,1779.97,1790.03,1815.79,1763.01,1782.49,1801.34,1822.07,1844.06,1794.42,1811.39,1834.01,1856.63,1913.8
trough,set010-B3_408.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set010-B3_408.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set010-B3_408.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set010-B4_139.txt,10,8617,8613,8613,8613,8612,8613,8613,8613,8612,8610,8613,8612,8610,8609,8605,8612,8610,8607,8605,8605,8609,8605,8605,8605,8605
speed,set010-B4_139.txt,10,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
distance,set010-B4_139.txt,10,5408.41,5405.89,5405.89,5405.89,5405.26,5405.89,5405.89,5405.89,5405.26,5404.01,5405.89,5405.26,5404.01,5403.38,5400.87,5405.26,5404.01,5402.12,5400.87,5400.87,5403.38,5400.87,5400.87,5400.87,5400.87
trough,set010-B4_57.txt,10,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,2,2,2,1
speed,set010-B4_57.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set010-B4_57.txt,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
