stat,filename,set,combo_1,combo_2,combo_3,combo_4,combo_5,combo_6,combo_7,combo_8,combo_9,combo_10,combo_11,combo_12,combo_13,combo_14,combo_15,combo_16,combo_17,combo_18,combo_19,combo_20,combo_21,combo_22,combo_23,combo_24,combo_25
trough,set007-A2_382.txt,07,4603,4603,4603,4603,4603,4603,4603,4603,4603,4603,4603,4603,4603,4603,4603,4603,4603,4603,4603,4603,4603,4603,4603,4603,4603
speed,set007-A2_382.txt,07,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
distance,set007-A2_382.txt,07,2889.55,2889.55,2889.55,2889.55,2889.55,2889.55,2889.55,2889.55,2889.55,2889.55,2889.55,2889.55,2889.55,2889.55,2889.55,2889.55,2889.55,2889.55,2889.55,2889.55,2889.55,2889.55,2889.55,2889.55,2889.55
trough,set007-A2_383.txt,07,9657,9657,9657,9657,9657,9657,9657,9657,9657,9657,9657,9657,9657,9657,9657,9657,9657,9657,9657,9657,9657,9657,9657,9657,9657
speed,set007-A2_383.txt,07,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
distance,set007-A2_383.txt,07,6064.98,6064.98,6064.98,6064.98,6064.98,6064.98,6064.98,6064.98,6064.98,6064.98,6064.98,6064.98,6064.98,6064.98,6064.98,6064.98,6064.98,6064.98,6064.98,6064.98,6064.98,6064.98,6064.98,6064.98,6064.98
trough,set007-A2_59.txt,07,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
speed,set007-A2_59.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set007-A2_59.txt,07,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
trough,set007-A3_184.txt,07,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
speed,set007-A3_184.txt,07,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
distance,set007-A3_184.txt,07,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34
trough,set007-A3_209.txt,07,4142,4142,4142,4142,4142,4142,4142,4142,4142,4142,4142,4142,4142,4142,4142,4142,4142,4142,4142,4142,4142,4142,4142,4142,4142
speed,set007-A3_209.txt,07,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
distance,set007-A3_209.txt,07,2601.79,2601.79,2601.79,2601.79,2601.79,2601.79,2601.79,2601.79,2601.79,2601.79,2601.79,2601.79,2601.79,2601.79,2601.79,2601.79,2601.79,2601.79,2601.79,2601.79,2601.79,2601.79,2601.79,2601.79,2601.79
trough,set007-A3_235.txt,07,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
speed,set007-A3_235.txt,07,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
distance,set007-A3_235.txt,07,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03
trough,set007-A3_25.txt,07,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718
speed,set007-A3_25.txt,07,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
distance,set007-A3_25.txt,07,450.49,450.49,450.49,450.49,450.49,450.49,450.49,450.49,450.49,450.49,450.49,450.49,450.49,450.49,450.49,450.49,450.49,450.49,450.49,450.49,450.49,450.49,450.49,450.49,450.49
trough,set007-A3_263.txt,07,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
speed,set007-A3_263.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set007-A3_263.txt,07,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
trough,set007-A3_30.txt,07,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
speed,set007-A3_30.txt,07,0.23,0.23,0.23,0.23,0.24,0.23,0.23,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
distance,set007-A3_30.txt,07,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03
trough,set007-A3_339.txt,07,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
speed,set007-A3_339.txt,07,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
distance,set007-A3_339.txt,07,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
trough,set007-A3_53.txt,07,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
speed,set007-A3_53.txt,07,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
distance,set007-A3_53.txt,07,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19
trough,set007-A4_266.txt,07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set007-A4_266.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set007-A4_266.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set007-A4_349.txt,07,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
speed,set007-A4_349.txt,07,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
distance,set007-A4_349.txt,07,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
trough,set007-A4_42.txt,07,428,427,426,424,424,426,425,424,424,423,424,424,423,423,423,424,423,423,423,423,423,423,423,423,423
speed,set007-A4_42.txt,07,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
distance,set007-A4_42.txt,07,265.14,264.51,264.51,264.51,264.51,264.51,264.51,264.51,264.51,263.89,264.51,264.51,263.89,263.89,263.89,264.51,263.89,263.89,263.89,263.89,263.89,263.89,263.89,263.89,263.89
trough,set007-A4_48.txt,07,104,66,43,30,23,47,30,24,21,23,29,23,23,21,19,21,22,19,17,17,21,19,17,16,15
speed,set007-A4_48.txt,07,3.42,0.97,1.09,0.56,0.42,1.05,0.56,0.4,0.41,1.64,0.57,0.42,1.28,1.44,0.37,0.41,1.47,0.37,0.28,0.28,1.68,0.37,0.28,0.28,0.28
distance,set007-A4_48.txt,07,49.01,27.65,16.96,13.19,10.05,18.22,13.19,10.68,9.42,10.68,12.57,10.05,10.68,9.42,8.17,9.42,10.05,8.17,6.91,6.91,9.42,8.17,6.91,6.91,6.91
trough,set007-A4_56.txt,07,8620,8602,8581,8566,8546,8597,8576,8560,8541,8535,8566,8546,8535,8517,8509,8542,8527,8513,8508,8502,8517,8509,8503,8499,8498
speed,set007-A4_56.txt,07,0.42,0.41,0.41,0.4,0.39,0.41,0.4,0.4,0.39,0.39,0.4,0.39,0.39,0.39,0.38,0.39,0.39,0.38,0.38,0.38,0.39,0.38,0.38,0.38,0.38
distance,set007-A4_56.txt,07,5397.73,5387.04,5376.36,5366.94,5355.63,5383.9,5373.22,5363.8,5352.49,5348.72,5366.94,5355.63,5348.72,5337.41,5332.38,5353.12,5343.69,5334.9,5331.75,5327.36,5337.41,5332.38,5327.98,5325.47,5324.84
trough,set007-B1_260.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set007-B1_260.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set007-B1_260.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set007-B1_282.txt,07,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138
speed,set007-B1_282.txt,07,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
distance,set007-B1_282.txt,07,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71
trough,set007-B1_439.txt,07,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
speed,set007-B1_439.txt,07,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
distance,set007-B1_439.txt,07,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65
trough,set007-B2_161.txt,07,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668
speed,set007-B2_161.txt,07,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
distance,set007-B2_161.txt,07,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52
trough,set007-B2_314.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set007-B2_314.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set007-B2_314.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set007-B2_93.txt,07,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
speed,set007-B2_93.txt,07,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
distance,set007-B2_93.txt,07,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
trough,set007-B3_215.txt,07,16101,16100,16100,16099,16100,16100,16101,16100,16100,16099,16099,16100,16100,16099,16096,16100,16099,16097,16096,16095,16098,16096,16096,16095,16094
speed,set007-B3_215.txt,07,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
distance,set007-B3_215.txt,07,10115.63,10115.0,10115.0,10114.37,10115.0,10115.0,10115.63,10115.0,10115.0,10114.37,10114.37,10115.0,10115.0,10114.37,10112.49,10115.0,10114.37,10113.12,10112.49,10111.86,10113.75,10112.49,10112.49,10111.86,10111.23
trough,set007-B3_310.txt,07,145,146,142,140,140,143,140,139,139,139,140,140,139,138,136,139,139,138,135,134,138,137,135,134,134
speed,set007-B3_310.txt,07,0.79,0.66,0.54,0.52,0.63,0.54,0.52,0.53,0.56,0.56,0.53,0.63,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56
distance,set007-B3_310.txt,07,84.82,85.45,82.94,81.68,82.31,83.56,81.68,81.68,81.68,81.68,81.68,82.31,81.68,81.68,81.68,81.68,81.68,81.68,81.05,80.42,81.68,81.68,81.05,80.42,80.42
trough,set007-B3_413.txt,07,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
speed,set007-B3_413.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set007-B3_413.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set007-B3_99.txt,07,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,4,4,4,4
speed,set007-B3_99.txt,07,1.55,1.55,1.54,1.55,1.53,1.55,1.55,1.55,1.53,1.53,1.55,1.55,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53
distance,set007-B3_99.txt,07,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
trough,set007-B4_192.txt,07,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,4,4,2,1,1,2,1,1,1,1
speed,set007-B4_192.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set007-B4_192.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set007-B4_254.txt,07,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
speed,set007-B4_254.txt,07,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
distance,set007-B4_254.txt,07,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14
trough,set007-B4_327.txt,07,7,7,6,6,5,6,6,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5
speed,set007-B4_327.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set007-B4_327.txt,07,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
trough,set007-B4_342.txt,07,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
speed,set007-B4_342.txt,07,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
distance,set007-B4_342.txt,07,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01
trough,set007-B4_38.txt,07,3086,3084,3084,3084,3084,3084,3084,3084,3084,3083,3084,3084,3084,3083,3083,3084,3083,3083,3083,3082,3083,3083,3082,3082,3082
speed,set007-B4_38.txt,07,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
distance,set007-B4_38.txt,07,1938.31,1937.05,1937.05,1937.05,1937.05,1937.05,1937.05,1937.05,1937.05,1936.42,1937.05,1937.05,1937.05,1936.42,1936.42,1937.05,1936.42,1936.42,1936.42,1935.79,1936.42,1936.42,1935.79,1935.79,1935.79
trough,set007-B4_428.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set007-B4_428.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set007-B4_428.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set007-B4_46.txt,07,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
speed,set007-B4_46.txt,07,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
distance,set007-B4_46.txt,07,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77
trough,set007-B4_87.txt,07,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,19,19,19,18,18,19,18,18,18,18
speed,set007-B4_87.txt,07,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
distance,set007-B4_87.txt,07,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8
