stat,filename,set,combo_1,combo_2,combo_3,combo_4,combo_5,combo_6,combo_7,combo_8,combo_9,combo_10,combo_11,combo_12,combo_13,combo_14,combo_15,combo_16,combo_17,combo_18,combo_19,combo_20,combo_21,combo_22,combo_23,combo_24,combo_25
trough,set014-A2_403.txt,14,21823,21823,21823,21823,21823,21823,21823,21823,21823,21823,21823,21823,21823,21823,21823,21823,21823,21823,21823,21823,21823,21823,21823,21823,21821
speed,set014-A2_403.txt,14,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
distance,set014-A2_403.txt,14,13710.76,13710.76,13710.76,13710.76,13710.76,13710.76,13710.76,13710.76,13710.76,13710.76,13710.76,13710.76,13710.76,13710.76,13710.76,13710.76,13710.76,13710.76,13710.76,13710.76,13710.76,13710.76,13710.76,13710.76,13709.51
trough,set014-A2_410.txt,14,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
speed,set014-A2_410.txt,14,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
distance,set014-A2_410.txt,14,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9
trough,set014-A3_202.txt,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set014-A3_202.txt,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set014-A3_202.txt,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set014-A3_223.txt,14,25082,25079,25078,25078,25078,25078,25078,25078,25078,25078,25078,25078,25078,25078,25078,25078,25078,25078,25078,25078,25078,25078,25078,25078,25078
speed,set014-A3_223.txt,14,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41
distance,set014-A3_223.txt,14,15758.39,15756.51,15755.88,15755.88,15755.88,15755.88,15755.88,15755.88,15755.88,15755.88,15755.88,15755.88,15755.88,15755.88,15755.88,15755.88,15755.88,15755.88,15755.88,15755.88,15755.88,15755.88,15755.88,15755.88,15755.88
trough,set014-A3_35.txt,14,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
speed,set014-A3_35.txt,14,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
distance,set014-A3_35.txt,14,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57
trough,set014-A3_438.txt,14,3074,3073,3073,3073,3072,3073,3073,3073,3071,3071,3073,3072,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071,3071
speed,set014-A3_438.txt,14,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
distance,set014-A3_438.txt,14,1924.48,1923.85,1923.85,1923.85,1923.23,1923.85,1923.85,1923.85,1922.6,1922.6,1923.85,1923.23,1922.6,1922.6,1922.6,1922.6,1922.6,1922.6,1922.6,1922.6,1922.6,1922.6,1922.6,1922.6,1922.6
trough,set014-A4_159.txt,14,8466,8466,8466,8466,8466,8466,8466,8466,8466,8466,8466,8466,8466,8466,8466,8466,8466,8466,8466,8466,8466,8466,8466,8466,8466
speed,set014-A4_159.txt,14,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
distance,set014-A4_159.txt,14,5314.79,5314.79,5314.79,5314.79,5314.79,5314.79,5314.79,5314.79,5314.79,5314.79,5314.79,5314.79,5314.79,5314.79,5314.79,5314.79,5314.79,5314.79,5314.79,5314.79,5314.79,5314.79,5314.79,5314.79,5314.79
trough,set014-A4_227.txt,14,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,8,8,7,7,7
speed,set014-A4_227.txt,14,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
distance,set014-A4_227.txt,14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14
trough,set014-A4_237.txt,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set014-A4_237.txt,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set014-A4_237.txt,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set014-A4_242.txt,14,1176,1154,1358,2884,5518,1229,2113,4776,4272,2645,2884,5518,3511,2102,1709,4878,2331,1820,1683,1675,2102,1709,1681,1669,1662
speed,set014-A4_242.txt,14,0.65,0.53,1.1,2.72,3.46,0.74,2.07,3.38,2.86,1.79,2.72,3.46,2.33,1.08,0.35,3.13,1.42,0.58,0.32,0.28,1.08,0.35,0.31,0.26,0.25
distance,set014-A4_242.txt,14,732.6,715.63,833.75,1786.26,3456.28,760.24,1298.07,2975.63,2679.7,1652.43,1786.26,3456.28,2200.31,1313.78,1070.62,3059.82,1455.14,1139.11,1054.29,1049.26,1313.78,1070.62,1053.03,1045.49,1041.09
trough,set014-A4_306.txt,14,91,84,83,83,82,83,83,82,82,82,83,82,82,82,82,82,82,82,82,82,82,82,82,82,82
speed,set014-A4_306.txt,14,0.68,0.38,0.34,0.34,0.33,0.34,0.34,0.33,0.33,0.33,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
distance,set014-A4_306.txt,14,52.15,47.75,47.12,47.12,46.49,47.12,47.12,46.49,46.49,46.49,47.12,46.49,46.49,46.49,46.49,46.49,46.49,46.49,46.49,46.49,46.49,46.49,46.49,46.49,46.49
trough,set014-A4_384.txt,14,29,29,29,29,29,29,29,29,29,29,29,29,29,29,28,29,29,29,28,28,29,28,28,28,28
speed,set014-A4_384.txt,14,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
distance,set014-A4_384.txt,14,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68
trough,set014-A4_411.txt,14,46,21,8,26,51,12,13,31,50,31,26,51,46,4,1,51,24,2,1,1,4,1,1,1,1
speed,set014-A4_411.txt,14,4.48,3.19,2.13,3.85,5.09,1.98,3.67,4.56,5.05,5.33,3.85,5.09,5.85,0,0,5.01,3.75,0,0,0,0,0,0,0,0
distance,set014-A4_411.txt,14,26.39,10.68,3.14,15.08,30.79,5.03,6.91,18.22,30.16,18.22,15.08,30.79,27.65,1.26,0,30.79,13.82,0,0,0,1.26,0,0,0,0
trough,set014-A4_413.txt,14,29,116,53,31,46,102,32,30,52,59,31,46,53,54,45,46,57,47,48,54,54,45,54,41,18
speed,set014-A4_413.txt,14,4.92,5.19,4.91,3.17,5.06,5.13,3.74,2.44,5.02,5.71,3.17,5.06,5.28,4.61,4.25,3.87,5.06,4.03,4.22,4.14,4.61,4.25,4.54,3.87,2.08
distance,set014-A4_413.txt,14,11.94,67.23,27.65,13.82,23.25,58.43,13.82,13.19,27.02,32.04,13.82,23.25,28.27,28.27,23.25,23.25,30.79,23.88,25.13,28.27,28.27,23.25,28.27,20.73,6.28
trough,set014-B1_439.txt,14,13948,13948,13948,13948,13948,13948,13948,13948,13948,13948,13948,13948,13948,13948,13948,13948,13948,13948,13948,13948,13948,13948,13948,13948,13948
speed,set014-B1_439.txt,14,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
distance,set014-B1_439.txt,14,8756.62,8756.62,8756.62,8756.62,8756.62,8756.62,8756.62,8756.62,8756.62,8756.62,8756.62,8756.62,8756.62,8756.62,8756.62,8756.62,8756.62,8756.62,8756.62,8756.62,8756.62,8756.62,8756.62,8756.62,8756.62
trough,set014-B2_56.txt,14,12865,12865,12865,12865,12865,12865,12865,12865,12865,12865,12865,12865,12865,12865,12865,12865,12865,12865,12865,12865,12865,12865,12865,12865,12865
speed,set014-B2_56.txt,14,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
distance,set014-B2_56.txt,14,8058.58,8058.58,8058.58,8058.58,8058.58,8058.58,8058.58,8058.58,8058.58,8058.58,8058.58,8058.58,8058.58,8058.58,8058.58,8058.58,8058.58,8058.58,8058.58,8058.58,8058.58,8058.58,8058.58,8058.58,8058.58
trough,set014-B3_151.txt,14,8655,8813,8984,9163,9378,8858,9070,9201,9507,9754,9163,9378,9681,10005,10396,9440,9826,10096,10618,10968,10005,10396,10850,11430,12049
speed,set014-B3_151.txt,14,0.86,1.06,1.28,1.5,1.78,1.12,1.39,1.55,1.96,2.28,1.5,1.78,2.19,2.61,3.11,1.87,2.38,2.73,3.38,3.77,2.61,3.11,3.64,4.3,5.0
distance,set014-B3_151.txt,14,5432.28,5531.55,5638.99,5751.46,5886.54,5559.83,5693.03,5775.33,5967.59,6122.78,5751.46,5886.54,6076.92,6280.49,6526.15,5925.5,6168.02,6337.66,6665.63,6885.54,6280.49,6526.15,6811.4,7175.81,7564.73
trough,set014-B3_161.txt,14,24,27,27,27,18,26,30,25,16,11,27,18,13,7,6,17,11,7,5,4,7,6,5,4,3
speed,set014-B3_161.txt,14,2.5,3.18,2.81,3.36,2.36,3.04,4.21,3.65,1.33,0.41,3.36,2.36,0.46,0,0,2.29,0.41,0,0,0,0,0,0,0,0
distance,set014-B3_161.txt,14,10.05,11.94,11.94,11.94,6.28,11.31,13.82,10.68,5.03,2.51,11.94,6.28,3.14,0.63,0.63,5.65,2.51,0.63,0.63,0,0.63,0.63,0.63,0,0
trough,set014-B3_224.txt,14,2,2,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set014-B3_224.txt,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set014-B3_224.txt,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set014-B3_304.txt,14,20,18,20,16,15,18,19,16,14,11,16,15,12,10,9,14,11,10,7,6,10,9,7,6,5
speed,set014-B3_304.txt,14,4.64,2.58,3.92,2.58,2.58,2.58,5.49,2.58,2.99,0,2.58,2.58,0,0,0,2.99,0,0,0,0,0,0,0,0,0
distance,set014-B3_304.txt,14,3.77,3.14,4.4,2.51,2.51,3.14,4.4,2.51,1.88,0.63,2.51,2.51,0.63,0.63,0.63,1.88,0.63,0.63,0.63,0,0.63,0.63,0.63,0,0
trough,set014-B4_216.txt,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set014-B4_216.txt,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set014-B4_216.txt,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set014-B4_240.txt,14,10084,10084,10084,10080,10059,10084,10083,10079,10035,9962,10080,10059,9989,9830,9591,10050,9937,9779,9462,9203,9830,9591,9308,8949,8584
speed,set014-B4_240.txt,14,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
distance,set014-B4_240.txt,14,6335.15,6335.15,6335.15,6332.64,6318.18,6335.15,6334.52,6332.01,6299.96,6249.07,6332.64,6318.18,6267.29,6154.2,5984.56,6311.27,6228.97,6117.13,5892.83,5709.99,6154.2,5984.56,5785.39,5527.78,5272.07
trough,set014-B4_385.txt,14,8392,8391,8390,8389,8388,8390,8389,8388,8387,8386,8389,8388,8387,8384,8382,8387,8386,8382,8379,8361,8384,8382,8372,8355,8301
speed,set014-B4_385.txt,14,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
distance,set014-B4_385.txt,14,5271.44,5270.18,5269.55,5268.92,5268.3,5269.55,5268.92,5268.3,5267.67,5267.04,5268.92,5268.3,5267.67,5265.78,5263.9,5267.67,5267.04,5263.9,5262.01,5248.82,5265.78,5263.9,5256.99,5244.42,5205.47
