stat,filename,set,combo_1,combo_2,combo_3,combo_4,combo_5,combo_6,combo_7,combo_8,combo_9,combo_10,combo_11,combo_12,combo_13,combo_14,combo_15,combo_16,combo_17,combo_18,combo_19,combo_20,combo_21,combo_22,combo_23,combo_24,combo_25
distance,set001-A2_426.txt,01,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54
trough,set001-A2_427.txt,01,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612
speed,set001-A2_427.txt,01,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
distance,set001-A2_427.txt,01,1009.05,1009.05,1009.05,1009.05,1009.05,1009.05,1009.05,1009.05,1009.05,1009.05,1009.05,1009.05,1009.05,1009.05,1009.05,1009.05,1009.05,1009.05,1009.05,1009.05,1009.05,1009.05,1009.05,1009.05,1009.05
trough,set001-A2_435.txt,01,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100
speed,set001-A2_435.txt,01,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
distance,set001-A2_435.txt,01,4450.88,4450.88,4450.88,4450.88,4450.88,4450.88,4450.88,4450.88,4450.88,4450.88,4450.88,4450.88,4450.88,4450.88,4450.88,4450.88,4450.88,4450.88,4450.88,4450.88,4450.88,4450.88,4450.88,4450.88,4450.88
trough,set001-A3_143.txt,01,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
speed,set001-A3_143.txt,01,0.55,0.65,0.65,0.65,0.69,0.65,0.65,0.69,0.69,0.69,0.65,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
distance,set001-A3_143.txt,01,16.34,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96
trough,set001-A3_275.txt,01,13564,13564,13564,13564,13564,13564,13564,13564,13564,13564,13564,13564,13564,13564,13564,13564,13564,13564,13564,13564,13564,13564,13564,13564,13564
speed,set001-A3_275.txt,01,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
distance,set001-A3_275.txt,01,8521.0,8521.0,8521.0,8521.0,8521.0,8521.0,8521.0,8521.0,8521.0,8521.0,8521.0,8521.0,8521.0,8521.0,8521.0,8521.0,8521.0,8521.0,8521.0,8521.0,8521.0,8521.0,8521.0,8521.0,8521.0
trough,set001-A4_133.txt,01,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
speed,set001-A4_133.txt,01,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
distance,set001-A4_133.txt,01,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02,27.02
trough,set001-A4_138.txt,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set001-A4_138.txt,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set001-A4_138.txt,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set001-A4_153.txt,01,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
speed,set001-A4_153.txt,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set001-A4_153.txt,01,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
trough,set001-A4_179.txt,01,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
speed,set001-A4_179.txt,01,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.35
distance,set001-A4_179.txt,01,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51
trough,set001-A4_199.txt,01,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
speed,set001-A4_199.txt,01,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
distance,set001-A4_199.txt,01,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
trough,set001-A4_208.txt,01,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
speed,set001-A4_208.txt,01,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
distance,set001-A4_208.txt,01,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03
trough,set001-A4_213.txt,01,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
speed,set001-A4_213.txt,01,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
distance,set001-A4_213.txt,01,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51
trough,set001-A4_242.txt,01,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094
speed,set001-A4_242.txt,01,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
distance,set001-A4_242.txt,01,686.1,686.1,686.1,686.1,686.1,686.1,686.1,686.1,686.1,686.1,686.1,686.1,686.1,686.1,686.1,686.1,686.1,686.1,686.1,686.1,686.1,686.1,686.1,686.1,686.1
trough,set001-A4_338.txt,01,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227
speed,set001-A4_338.txt,01,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
distance,set001-A4_338.txt,01,767.15,767.15,767.15,767.15,767.15,767.15,767.15,767.15,767.15,767.15,767.15,767.15,767.15,767.15,767.15,767.15,767.15,767.15,767.15,767.15,767.15,767.15,767.15,767.15,767.15
trough,set001-A4_356.txt,01,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
speed,set001-A4_356.txt,01,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26
distance,set001-A4_356.txt,01,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31
trough,set001-A4_36.txt,01,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
speed,set001-A4_36.txt,01,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
distance,set001-A4_36.txt,01,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22
trough,set001-A4_74.txt,01,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
speed,set001-A4_74.txt,01,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49
distance,set001-A4_74.txt,01,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34
trough,set001-A4_92.txt,01,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,67,68,68,68,67,67
speed,set001-A4_92.txt,01,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
distance,set001-A4_92.txt,01,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.95,38.33,38.95,38.95,38.95,38.33,38.33
trough,set001-B1_62.txt,01,21004,21004,21004,21004,21004,21004,21004,21004,21004,21003,21004,21004,21003,21003,21003,21004,21003,21003,21003,21000,21003,21003,21002,21000,20986
speed,set001-B1_62.txt,01,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
distance,set001-B1_62.txt,01,13193.04,13193.04,13193.04,13193.04,13193.04,13193.04,13193.04,13193.04,13193.04,13192.42,13193.04,13193.04,13192.42,13192.42,13192.42,13193.04,13192.42,13192.42,13192.42,13190.53,13192.42,13192.42,13191.79,13190.53,13181.11
trough,set001-B1_63.txt,01,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008
speed,set001-B1_63.txt,01,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
distance,set001-B1_63.txt,01,632.7,632.7,632.7,632.7,632.7,632.7,632.7,632.7,632.7,632.7,632.7,632.7,632.7,632.7,632.7,632.7,632.7,632.7,632.7,632.7,632.7,632.7,632.7,632.7,632.7
trough,set001-B2_267.txt,01,15636,15636,15635,15635,15635,15636,15635,15635,15635,15635,15635,15635,15635,15635,15635,15635,15635,15635,15635,15635,15635,15635,15635,15635,15635
speed,set001-B2_267.txt,01,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
distance,set001-B2_267.txt,01,9822.21,9822.21,9822.21,9822.21,9822.21,9822.21,9822.21,9822.21,9822.21,9822.21,9822.21,9822.21,9822.21,9822.21,9822.21,9822.21,9822.21,9822.21,9822.21,9822.21,9822.21,9822.21,9822.21,9822.21,9822.21
trough,set001-B3_202.txt,01,3708,3717,3723,3724,3733,3721,3724,3730,3736,3743,3728,3733,3742,3744,3760,3736,3743,3755,3774,3796,3746,3760,3789,3804,3853
speed,set001-B3_202.txt,01,0.27,0.3,0.33,0.33,0.37,0.32,0.33,0.35,0.38,0.41,0.35,0.37,0.4,0.42,0.48,0.38,0.41,0.46,0.54,0.63,0.42,0.48,0.59,0.66,0.85
distance,set001-B3_202.txt,01,2324.71,2330.36,2334.76,2336.02,2342.3,2333.51,2336.02,2339.79,2344.19,2348.59,2338.53,2341.67,2347.96,2349.21,2359.27,2344.19,2348.59,2356.13,2368.06,2381.89,2350.47,2359.27,2377.49,2386.91,2417.7
trough,set001-B3_203.txt,01,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875
speed,set001-B3_203.txt,01,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
distance,set001-B3_203.txt,01,548.51,548.51,548.51,548.51,548.51,548.51,548.51,548.51,548.51,548.51,548.51,548.51,548.51,548.51,548.51,548.51,548.51,548.51,548.51,548.51,548.51,548.51,548.51,548.51,548.51
trough,set001-B3_223.txt,01,4769,4771,4771,4775,4775,4770,4775,4774,4777,4776,4775,4775,4778,4777,4774,4775,4777,4774,4773,4773,4777,4774,4773,4772,4772
speed,set001-B3_223.txt,01,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.23,0.23,0.22,0.23,0.24,0.23,0.22,0.22,0.23,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.22
distance,set001-B3_223.txt,01,2972.49,2974.37,2973.74,2976.89,2976.89,2973.12,2976.89,2976.26,2978.14,2977.51,2976.89,2976.89,2978.77,2978.14,2976.26,2976.89,2978.14,2976.26,2975.63,2975.0,2978.14,2976.26,2975.0,2974.37,2974.37
trough,set001-B4_189.txt,01,494,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493
speed,set001-B4_189.txt,01,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52
distance,set001-B4_189.txt,01,308.5,307.87,307.87,307.87,307.87,307.87,307.87,307.87,307.87,307.87,307.87,307.87,307.87,307.87,307.87,307.87,307.87,307.87,307.87,307.87,307.87,307.87,307.87,307.87,307.87
trough,set001-B4_21.txt,01,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
speed,set001-B4_21.txt,01,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
distance,set001-B4_21.txt,01,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8
trough,set001-B4_23.txt,01,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
speed,set001-B4_23.txt,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set001-B4_23.txt,01,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
trough,set001-B4_239.txt,01,10,8,8,8,7,9,8,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7
speed,set001-B4_239.txt,01,2.06,0,0,0,0,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set001-B4_239.txt,01,2.51,1.26,1.26,1.26,1.26,1.88,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
trough,set001-B4_252.txt,01,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
speed,set001-B4_252.txt,01,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
distance,set001-B4_252.txt,01,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57
trough,set001-B4_268.txt,01,6056,6056,6056,6056,6057,6056,6056,6056,6057,6055,6056,6056,6056,6055,6055,6057,6055,6055,6055,6055,6055,6055,6055,6055,6055
speed,set001-B4_268.txt,01,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
distance,set001-B4_268.txt,01,3803.73,3803.73,3803.73,3803.73,3804.36,3803.73,3803.73,3803.73,3804.36,3803.1,3803.73,3803.73,3803.73,3803.1,3803.1,3804.36,3803.1,3803.1,3803.1,3803.1,3803.1,3803.1,3803.1,3803.1,3803.1
trough,set001-B4_354.txt,01,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120
speed,set001-B4_354.txt,01,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
distance,set001-B4_354.txt,01,701.81,701.81,701.81,701.81,701.81,701.81,701.81,701.81,701.81,701.81,701.81,701.81,701.81,701.81,701.81,701.81,701.81,701.81,701.81,701.81,701.81,701.81,701.81,701.81,701.81
trough,set001-B4_374.txt,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
speed,set001-B4_374.txt,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set001-B4_374.txt,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set001-B4_381.txt,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set001-B4_381.txt,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set001-B4_381.txt,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
