stat,filename,set,combo_1,combo_2,combo_3,combo_4,combo_5,combo_6,combo_7,combo_8,combo_9,combo_10,combo_11,combo_12,combo_13,combo_14,combo_15,combo_16,combo_17,combo_18,combo_19,combo_20,combo_21,combo_22,combo_23,combo_24,combo_25
speed,set006-A2_218.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-A2_218.txt,06,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
trough,set006-A2_420.txt,06,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
speed,set006-A2_420.txt,06,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56
distance,set006-A2_420.txt,06,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14
trough,set006-A2_7.txt,06,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185,28185
speed,set006-A2_7.txt,06,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
distance,set006-A2_7.txt,06,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7,17696.7
trough,set006-A3_110.txt,06,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
speed,set006-A3_110.txt,06,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
distance,set006-A3_110.txt,06,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54
trough,set006-A3_16.txt,06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
speed,set006-A3_16.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-A3_16.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set006-A3_206.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set006-A3_206.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-A3_206.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set006-A3_256.txt,06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set006-A3_256.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-A3_256.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set006-A3_281.txt,06,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
speed,set006-A3_281.txt,06,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
distance,set006-A3_281.txt,06,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57
trough,set006-A3_416.txt,06,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
speed,set006-A3_416.txt,06,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
distance,set006-A3_416.txt,06,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22
trough,set006-A3_419.txt,06,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
speed,set006-A3_419.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-A3_419.txt,06,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
trough,set006-A3_8.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set006-A3_8.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-A3_8.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set006-A3_81.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set006-A3_81.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-A3_81.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set006-A4_118.txt,06,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
speed,set006-A4_118.txt,06,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
distance,set006-A4_118.txt,06,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14
trough,set006-A4_262.txt,06,7247,9538,11119,3432,3406,83539,4296,3416,3403,3398,3422,3404,3398,3398,3398,3403,3398,3398,3398,3398,3398,3398,3398,3398,3397
speed,set006-A4_262.txt,06,0.95,4.08,12.22,0.23,0.2,18.53,3.16,0.21,0.2,0.19,0.21,0.2,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
distance,set006-A4_262.txt,06,4550.78,5990.21,6983.55,2153.18,2136.85,52485.04,2696.66,2143.13,2134.96,2131.82,2146.9,2135.59,2131.82,2131.82,2131.82,2134.96,2131.82,2131.82,2131.82,2131.82,2131.82,2131.82,2131.82,2131.82,2131.19
trough,set006-B1_146.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set006-B1_146.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-B1_146.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set006-B1_158.txt,06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
speed,set006-B1_158.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-B1_158.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set006-B1_187.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set006-B1_187.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-B1_187.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set006-B1_217.txt,06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
speed,set006-B1_217.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-B1_217.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set006-B1_250.txt,06,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
speed,set006-B1_250.txt,06,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
distance,set006-B1_250.txt,06,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51
trough,set006-B1_34.txt,06,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957
speed,set006-B1_34.txt,06,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
distance,set006-B1_34.txt,06,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44,1226.44
trough,set006-B1_417.txt,06,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
speed,set006-B1_417.txt,06,0.29,0.29,0.29,0.28,0.29,0.29,0.29,0.28,0.29,0.29,0.28,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
distance,set006-B1_417.txt,06,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14
trough,set006-B2_124.txt,06,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
speed,set006-B2_124.txt,06,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
distance,set006-B2_124.txt,06,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34
trough,set006-B2_205.txt,06,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
speed,set006-B2_205.txt,06,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
distance,set006-B2_205.txt,06,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28
trough,set006-B2_240.txt,06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
speed,set006-B2_240.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-B2_240.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set006-B2_259.txt,06,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
speed,set006-B2_259.txt,06,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
distance,set006-B2_259.txt,06,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31
trough,set006-B2_390.txt,06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set006-B2_390.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-B2_390.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set006-B2_405.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set006-B2_405.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-B2_405.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set006-B2_47.txt,06,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107,16107
speed,set006-B2_47.txt,06,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
distance,set006-B2_47.txt,06,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0,10115.0
trough,set006-B2_72.txt,06,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
speed,set006-B2_72.txt,06,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.61,0.61,0.6,0.6,0.6,0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.61,0.61
distance,set006-B2_72.txt,06,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
trough,set006-B3_103.txt,06,15,15,15,15,16,15,15,15,15,15,15,16,15,15,15,15,15,15,15,15,15,15,15,15,15
speed,set006-B3_103.txt,06,1.03,1.04,1.04,1.04,0.92,1.04,1.04,1.04,0.92,0.92,1.04,0.92,0.92,0.92,0.91,0.92,0.92,0.91,0.91,0.91,0.92,0.91,0.91,0.91,0.91
distance,set006-B3_103.txt,06,5.65,5.65,5.65,5.65,6.28,5.65,5.65,5.65,6.28,6.28,5.65,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28
trough,set006-B3_13.txt,06,15,13,12,12,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
speed,set006-B3_13.txt,06,0.57,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.49,0.5,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.5,0.5
distance,set006-B3_13.txt,06,6.91,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65
trough,set006-B3_2.txt,06,7,6,6,6,6,5,6,6,6,4,6,6,5,4,3,6,4,4,3,3,4,3,3,3,3
speed,set006-B3_2.txt,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set006-B3_2.txt,06,1.26,1.26,1.26,1.26,1.26,0.63,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
trough,set006-B3_230.txt,06,37,30,31,31,30,30,31,31,30,30,31,30,30,31,31,30,30,31,31,31,31,31,31,31,31
speed,set006-B3_230.txt,06,2.2,2.63,3.25,3.2,2.61,2.63,3.25,3.21,2.61,2.61,3.2,2.61,2.61,3.06,2.93,2.61,2.61,3.02,2.93,2.92,3.06,2.93,2.92,2.97,3.12
distance,set006-B3_230.txt,06,20.11,15.71,16.34,16.34,15.71,15.71,16.34,16.34,15.71,15.71,16.34,15.71,15.71,16.34,16.34,15.71,15.71,16.34,16.34,16.34,16.34,16.34,16.34,16.34,16.34
trough,set006-B3_233.txt,06,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
speed,set006-B3_233.txt,06,0,3.82,3.8,3.43,3.43,3.82,3.8,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43
distance,set006-B3_233.txt,06,1.26,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
trough,set006-B3_411.txt,06,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
speed,set006-B3_411.txt,06,2.08,2.06,2.64,2.64,2.64,2.64,2.64,2.64,2.71,2.62,2.64,2.64,2.71,2.62,2.64,2.71,2.62,2.62,2.64,2.64,2.62,2.64,2.64,2.64,2.65
distance,set006-B3_411.txt,06,8.8,8.8,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42
trough,set006-B3_415.txt,06,401,399,395,395,398,395,395,397,403,413,397,398,407,415,435,399,410,424,438,459,421,429,455,476,513
speed,set006-B3_415.txt,06,0.22,0.2,0.19,0.19,0.27,0.19,0.19,0.24,0.42,0.71,0.24,0.27,0.54,0.78,1.34,0.31,0.63,1.03,1.43,1.96,0.95,1.16,1.87,2.39,3.31
distance,set006-B3_415.txt,06,248.81,248.18,246.92,246.92,248.81,246.92,246.92,248.18,251.95,258.23,248.18,248.81,254.46,259.49,272.05,249.44,256.35,265.14,273.94,287.13,263.26,268.28,284.62,297.81,321.06
trough,set006-B3_43.txt,06,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
speed,set006-B3_43.txt,06,0,3.4,3.4,3.4,3.78,3.4,3.4,3.78,3.8,3.8,3.4,3.78,3.8,3.8,3.43,3.8,3.8,3.43,3.43,3.43,3.43,3.43,3.43,3.43,3.43
distance,set006-B3_43.txt,06,1.26,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
trough,set006-B4_403.txt,06,14067,14066,14062,14058,14057,14064,14058,14057,14056,14054,14058,14057,14055,14054,14052,14056,14054,14052,14052,14052,14054,14052,14052,14052,14051
speed,set006-B4_403.txt,06,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
distance,set006-B4_403.txt,06,8836.41,8835.78,8833.27,8830.76,8830.13,8834.53,8830.76,8830.13,8829.5,8828.24,8830.76,8830.13,8828.87,8828.24,8826.99,8829.5,8828.24,8826.99,8826.99,8826.99,8828.24,8826.99,8826.99,8826.99,8826.99
