stat,filename,set,combo_1,combo_2,combo_3,combo_4,combo_5,combo_6,combo_7,combo_8,combo_9,combo_10,combo_11,combo_12,combo_13,combo_14,combo_15,combo_16,combo_17,combo_18,combo_19,combo_20,combo_21,combo_22,combo_23,combo_24,combo_25
speed,set002-A3_190.txt,02,1.36,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
distance,set002-A3_190.txt,02,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
trough,set002-A3_228.txt,02,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834,5834
speed,set002-A3_228.txt,02,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
distance,set002-A3_228.txt,02,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87,3664.87
trough,set002-A3_4.txt,02,28,28,27,27,27,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
speed,set002-A3_4.txt,02,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
distance,set002-A3_4.txt,02,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8
trough,set002-A4_122.txt,02,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
speed,set002-A4_122.txt,02,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
distance,set002-A4_122.txt,02,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31,11.31
trough,set002-A4_130.txt,02,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781,17781
speed,set002-A4_130.txt,02,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
distance,set002-A4_130.txt,02,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55,11170.55
trough,set002-B1_19.txt,02,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131,22131
speed,set002-B1_19.txt,02,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
distance,set002-B1_19.txt,02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02,13903.02
trough,set002-B1_32.txt,02,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115
speed,set002-B1_32.txt,02,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
distance,set002-B1_32.txt,02,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37
trough,set002-B2_15.txt,02,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
speed,set002-B2_15.txt,02,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
distance,set002-B2_15.txt,02,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68
trough,set002-B2_164.txt,02,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335,9335
speed,set002-B2_164.txt,02,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
distance,set002-B2_164.txt,02,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89,5809.89
trough,set002-B2_329.txt,02,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
speed,set002-B2_329.txt,02,1.06,1.06,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.06,1.06,1.08,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06
distance,set002-B2_329.txt,02,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
trough,set002-B3_106.txt,02,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
speed,set002-B3_106.txt,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set002-B3_106.txt,02,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
trough,set002-B3_147.txt,02,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,21,21,21,22,23
speed,set002-B3_147.txt,02,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.4,1.21,1.21,1.21,1.4,2.23
distance,set002-B3_147.txt,02,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.8,8.17,8.17,8.17,8.8,9.42
trough,set002-B3_219.txt,02,10,10,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
speed,set002-B3_219.txt,02,1.32,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.32,1.24,1.24,1.32,1.32,1.32
distance,set002-B3_219.txt,02,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77
trough,set002-B3_270.txt,02,948,948,947,947,948,947,947,948,948,950,947,948,950,951,952,948,950,952,953,953,951,952,953,955,958
speed,set002-B3_270.txt,02,0.26,0.26,0.26,0.26,0.27,0.26,0.26,0.27,0.27,0.3,0.26,0.27,0.3,0.31,0.33,0.27,0.3,0.33,0.34,0.35,0.31,0.33,0.34,0.38,0.43
distance,set002-B3_270.txt,02,593.74,593.74,593.74,593.74,594.37,593.74,593.74,594.37,594.37,595.63,593.74,594.37,595.63,596.26,596.89,594.37,595.63,596.89,597.51,597.51,596.26,596.89,597.51,598.77,600.65
trough,set002-B3_431.txt,02,6261,6261,6262,6263,6265,6262,6263,6265,6267,6273,6264,6265,6271,6274,6278,6267,6273,6275,6283,6296,6274,6277,6291,6304,6337
speed,set002-B3_431.txt,02,0.23,0.23,0.23,0.23,0.24,0.23,0.23,0.24,0.24,0.25,0.23,0.24,0.25,0.25,0.26,0.24,0.25,0.26,0.28,0.31,0.25,0.26,0.29,0.33,0.41
distance,set002-B3_431.txt,02,3931.9,3931.9,3932.53,3933.16,3934.41,3932.53,3933.16,3934.41,3935.67,3939.44,3933.79,3934.41,3938.18,3940.07,3942.58,3935.67,3939.44,3940.7,3945.72,3953.89,3940.07,3941.95,3950.75,3958.92,3979.65
trough,set002-B3_442.txt,02,16,30,131,270,252,48,203,273,221,140,270,252,165,120,107,240,127,125,119,129,120,107,134,103,25
speed,set002-B3_442.txt,02,0.27,2.03,3.33,4.25,3.81,4.25,4.33,4.19,4.13,3.3,4.25,3.81,3.71,4.07,4.09,3.9,3.77,4.05,4.22,4.83,4.07,4.09,4.68,4.78,2.75
distance,set002-B3_442.txt,02,5.65,11.31,78.54,165.87,154.56,22.62,123.78,167.76,134.46,82.94,165.87,154.56,99.27,68.48,61.57,146.39,73.51,72.88,71.0,77.28,68.48,61.57,79.79,61.57,11.94
trough,set002-B4_14.txt,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set002-B4_14.txt,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set002-B4_14.txt,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set002-B4_264.txt,02,9327,9326,9325,9324,9324,9326,9324,9324,9324,9324,9324,9324,9324,9324,9324,9324,9324,9324,9324,9324,9324,9324,9324,9324,9324
speed,set002-B4_264.txt,02,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
distance,set002-B4_264.txt,02,5840.05,5839.42,5838.79,5838.16,5838.16,5839.42,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16,5838.16
