stat,filename,set,combo_1,combo_2,combo_3,combo_4,combo_5,combo_6,combo_7,combo_8,combo_9,combo_10,combo_11,combo_12,combo_13,combo_14,combo_15,combo_16,combo_17,combo_18,combo_19,combo_20,combo_21,combo_22,combo_23,combo_24,combo_25
trough,set016-A2_203.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set016-A2_203.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set016-A2_203.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set016-A2_3.txt,16,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776
speed,set016-A2_3.txt,16,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
distance,set016-A2_3.txt,16,486.3,486.3,486.3,486.3,486.3,486.3,486.3,486.3,486.3,486.3,486.3,486.3,486.3,486.3,486.3,486.3,486.3,486.3,486.3,486.3,486.3,486.3,486.3,486.3,486.3
trough,set016-A2_426.txt,16,4626,4626,4626,4626,4626,4626,4626,4626,4626,4626,4626,4626,4626,4626,4626,4626,4626,4626,4626,4626,4626,4626,4626,4626,4626
speed,set016-A2_426.txt,16,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
distance,set016-A2_426.txt,16,2905.89,2905.89,2905.89,2905.89,2905.89,2905.89,2905.89,2905.89,2905.89,2905.89,2905.89,2905.89,2905.89,2905.89,2905.89,2905.89,2905.89,2905.89,2905.89,2905.89,2905.89,2905.89,2905.89,2905.89,2905.89
trough,set016-A3_245.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set016-A3_245.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set016-A3_245.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set016-A3_324.txt,16,26086,26147,26217,26207,26213,26166,26208,26213,26211,26211,26207,26214,26211,26211,26212,26213,26211,26211,26212,26213,26211,26211,26213,26213,26214
speed,set016-A3_324.txt,16,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
distance,set016-A3_324.txt,16,16387.95,16425.02,16470.26,16463.97,16468.37,16437.58,16464.6,16468.37,16467.11,16467.11,16463.97,16469.0,16467.11,16467.11,16467.74,16468.37,16467.11,16467.11,16467.74,16468.37,16467.11,16467.11,16468.37,16468.37,16469.0
trough,set016-A4_156.txt,16,2,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set016-A4_156.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set016-A4_156.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set016-A4_206.txt,16,21,15,10,7,3,11,7,4,2,2,7,3,2,2,1,2,2,1,1,1,1,1,1,1,1
speed,set016-A4_206.txt,16,5.74,3.38,0,3.17,0,1.05,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set016-A4_206.txt,16,5.65,3.14,1.26,1.88,0,1.88,1.26,0.63,0,0,2.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set016-A4_210.txt,16,1111,1111,1111,1111,1110,1111,1111,1110,1110,1109,1110,1110,1110,1109,1108,1110,1109,1109,1108,1107,1109,1108,1107,1107,1107
speed,set016-A4_210.txt,16,0.26,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.27,0.27,0.27,0.26,0.25,0.27,0.26,0.25,0.25,0.25
distance,set016-A4_210.txt,16,697.41,697.41,697.41,697.41,696.78,697.41,697.41,696.78,696.78,696.16,696.78,696.78,696.78,696.16,695.53,696.78,696.16,696.16,695.53,694.9,696.16,695.53,694.9,694.9,694.9
trough,set016-A4_218.txt,16,7152,7135,7127,7120,7114,7134,7124,7119,7111,7109,7120,7114,7110,7108,7105,7113,7110,7107,7105,7105,7108,7105,7106,7101,7098
speed,set016-A4_218.txt,16,0.45,0.44,0.44,0.44,0.43,0.44,0.44,0.44,0.43,0.43,0.44,0.43,0.43,0.44,0.43,0.43,0.44,0.43,0.43,0.43,0.44,0.43,0.43,0.43,0.43
distance,set016-A4_218.txt,16,4490.46,4480.41,4475.38,4470.98,4467.21,4479.78,4473.5,4470.35,4465.33,4464.07,4470.98,4467.21,4464.7,4463.44,4461.56,4466.58,4464.7,4462.81,4461.56,4461.56,4463.44,4461.56,4462.19,4459.05,4457.79
trough,set016-A4_246.txt,16,5,4,2,2,2,3,2,2,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0
speed,set016-A4_246.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set016-A4_246.txt,16,1.26,1.26,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set016-A4_48.txt,16,4,3,2,1,1,2,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
speed,set016-A4_48.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set016-A4_48.txt,16,0.63,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set016-A4_59.txt,16,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set016-A4_59.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set016-A4_59.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set016-B1_10.txt,16,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964,3964
speed,set016-B1_10.txt,16,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
distance,set016-B1_10.txt,16,2489.32,2489.32,2489.32,2489.32,2489.32,2489.32,2489.32,2489.32,2489.32,2489.32,2489.32,2489.32,2489.32,2489.32,2489.32,2489.32,2489.32,2489.32,2489.32,2489.32,2489.32,2489.32,2489.32,2489.32,2489.32
trough,set016-B1_247.txt,16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
speed,set016-B1_247.txt,16,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
distance,set016-B1_247.txt,16,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14
trough,set016-B1_314.txt,16,9,4,3,1,1,4,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set016-B1_314.txt,16,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set016-B1_314.txt,16,4.4,1.26,0.63,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set016-B1_393.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set016-B1_393.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set016-B1_393.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set016-B1_6.txt,16,21526,21526,21526,21526,21526,21526,21526,21526,21526,21526,21526,21526,21526,21526,21526,21526,21526,21526,21526,21526,21526,21526,21526,21526,21526
speed,set016-B1_6.txt,16,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
distance,set016-B1_6.txt,16,13521.64,13521.64,13521.64,13521.64,13521.64,13521.64,13521.64,13521.64,13521.64,13521.64,13521.64,13521.64,13521.64,13521.64,13521.64,13521.64,13521.64,13521.64,13521.64,13521.64,13521.64,13521.64,13521.64,13521.64,13521.64
trough,set016-B2_169.txt,16,2635,2635,2638,2635,2631,2633,2634,2633,2627,2632,2632,2631,2632,2631,2637,2627,2632,2636,2637,2647,2630,2631,2638,2643,2648
speed,set016-B2_169.txt,16,0.35,0.35,0.38,0.35,0.37,0.34,0.38,0.37,0.37,0.33,0.33,0.34,0.36,0.34,0.35,0.37,0.33,0.33,0.33,0.35,0.33,0.31,0.33,0.35,0.37
distance,set016-B2_169.txt,16,1553.16,1553.16,1555.67,1553.79,1551.9,1552.53,1553.16,1552.53,1549.39,1553.16,1551.9,1551.27,1553.16,1552.53,1555.67,1549.39,1553.16,1555.04,1555.04,1561.33,1551.9,1551.9,1555.67,1558.81,1561.95
trough,set016-B2_170.txt,16,18,18,18,18,18,18,18,19,20,20,18,18,20,19,20,20,20,22,20,20,19,20,19,20,21
speed,set016-B2_170.txt,16,2.27,2.14,2.14,2.27,2.27,2.14,2.14,2.21,2.27,2.27,2.27,2.27,2.27,2.42,3.49,2.27,2.27,3.59,3.49,4.61,2.42,3.49,2.99,5.49,5.36
distance,set016-B2_170.txt,16,2.51,2.51,2.51,2.51,2.51,2.51,2.51,3.14,3.14,3.14,2.51,2.51,3.14,2.51,3.77,3.14,3.14,4.4,3.77,3.77,2.51,3.77,3.14,3.77,4.4
trough,set016-B2_201.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set016-B2_201.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set016-B2_201.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set016-B2_258.txt,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
speed,set016-B2_258.txt,16,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
distance,set016-B2_258.txt,16,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54
trough,set016-B3_108.txt,16,85,80,75,69,64,78,72,68,60,58,69,64,59,55,52,61,55,55,49,49,55,52,50,47,46
speed,set016-B3_108.txt,16,2.96,3.15,3.5,3.43,3.15,3.36,3.74,3.37,2.94,2.89,3.43,3.15,2.94,2.83,2.75,2.94,2.87,2.83,2.82,2.93,2.83,2.75,2.92,3.33,3.12
distance,set016-B3_108.txt,16,39.58,37.7,36.44,33.93,31.41,37.07,35.81,33.3,28.9,27.65,33.93,31.41,28.27,26.39,24.5,29.53,26.39,26.39,23.88,23.88,26.39,24.5,24.5,22.62,21.99
trough,set016-B3_115.txt,16,10,10,10,10,12,10,10,11,12,12,10,12,12,12,13,12,12,12,13,13,12,13,13,13,13
speed,set016-B3_115.txt,16,2.88,2.86,2.87,2.87,3.91,2.87,2.87,3.24,3.91,3.91,2.87,3.91,3.91,3.7,3.7,3.91,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.87,3.87
distance,set016-B3_115.txt,16,3.77,3.77,3.77,3.77,5.03,3.77,3.77,4.4,5.03,5.03,3.77,5.03,5.03,5.03,5.65,5.03,5.03,5.03,5.65,5.65,5.03,5.65,5.65,5.65,5.65
trough,set016-B3_225.txt,16,3082,3083,3083,3084,3085,3083,3084,3084,3085,3083,3084,3085,3084,3084,3088,3085,3084,3085,3088,3093,3084,3088,3088,3097,3106
speed,set016-B3_225.txt,16,0.24,0.24,0.24,0.24,0.25,0.24,0.24,0.24,0.25,0.24,0.24,0.25,0.24,0.25,0.26,0.25,0.25,0.25,0.26,0.28,0.25,0.26,0.26,0.3,0.34
distance,set016-B3_225.txt,16,1935.16,1935.79,1935.79,1936.42,1937.05,1935.79,1936.42,1936.42,1937.05,1935.79,1936.42,1937.05,1936.42,1936.42,1938.93,1937.05,1936.42,1937.05,1938.93,1942.08,1936.42,1938.93,1938.93,1944.59,1950.24
trough,set016-B3_267.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set016-B3_267.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set016-B3_267.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set016-B3_342.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set016-B3_342.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set016-B3_342.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set016-B4_116.txt,16,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
speed,set016-B4_116.txt,16,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
distance,set016-B4_116.txt,16,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62
trough,set016-B4_119.txt,16,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
speed,set016-B4_119.txt,16,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26
distance,set016-B4_119.txt,16,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45
trough,set016-B4_343.txt,16,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266
speed,set016-B4_343.txt,16,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
distance,set016-B4_343.txt,16,150.79,150.79,150.79,150.16,150.16,150.79,150.79,150.16,150.16,150.16,150.16,150.16,150.16,150.16,150.16,150.16,150.16,150.16,150.16,150.16,150.16,150.16,150.16,150.16,150.79
trough,set016-B4_420.txt,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set016-B4_420.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set016-B4_420.txt,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set016-B4_53.txt,16,2211,2208,2206,2202,2199,2208,2204,2202,2199,2197,2202,2199,2197,2196,2195,2199,2197,2196,2195,2194,2196,2195,2195,2193,2189
speed,set016-B4_53.txt,16,0.22,0.22,0.22,0.22,0.21,0.22,0.22,0.22,0.21,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2
distance,set016-B4_53.txt,16,1384.14,1382.89,1381.0,1379.12,1377.86,1382.89,1379.75,1379.12,1378.49,1377.23,1379.12,1377.86,1377.23,1377.23,1376.61,1378.49,1377.23,1377.23,1376.61,1375.98,1377.23,1376.61,1376.61,1375.35,1372.84
