stat,filename,set,combo_1,combo_2,combo_3,combo_4,combo_5,combo_6,combo_7,combo_8,combo_9,combo_10,combo_11,combo_12,combo_13,combo_14,combo_15,combo_16,combo_17,combo_18,combo_19,combo_20,combo_21,combo_22,combo_23,combo_24,combo_25
speed,set004-A2_50.txt,04,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
distance,set004-A2_50.txt,04,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14
trough,set004-A3_1.txt,04,957,956,953,953,953,955,953,953,953,953,953,953,953,953,953,953,953,953,953,953,953,953,953,953,953
speed,set004-A3_1.txt,04,0.3,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
distance,set004-A3_1.txt,04,599.4,598.77,596.89,596.89,596.89,598.14,596.89,596.89,596.89,596.89,596.89,596.89,596.89,596.89,596.89,596.89,596.89,596.89,596.89,596.89,596.89,596.89,596.89,596.89,596.89
trough,set004-A3_71.txt,04,13259,13259,13259,13259,13259,13259,13259,13259,13259,13259,13259,13259,13259,13259,13259,13259,13259,13259,13259,13259,13259,13259,13259,13259,13259
speed,set004-A3_71.txt,04,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
distance,set004-A3_71.txt,04,8329.37,8329.37,8329.37,8329.37,8329.37,8329.37,8329.37,8329.37,8329.37,8329.37,8329.37,8329.37,8329.37,8329.37,8329.37,8329.37,8329.37,8329.37,8329.37,8329.37,8329.37,8329.37,8329.37,8329.37,8329.37
trough,set004-A4_167.txt,04,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
speed,set004-A4_167.txt,04,1.07,1.07,1.07,1.07,1.06,1.07,1.07,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.07
distance,set004-A4_167.txt,04,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51
trough,set004-A4_170.txt,04,37,36,36,34,33,36,36,34,31,31,34,33,31,30,29,32,31,29,28,28,30,29,28,27,27
speed,set004-A4_170.txt,04,2.01,1.48,1.47,1.25,0.68,1.47,1.41,1.25,0.67,1.95,1.25,0.68,0.67,2.14,0.67,0.67,1.95,0.7,0.67,0.67,2.14,0.67,0.67,0.67,0.67
distance,set004-A4_170.txt,04,13.82,13.19,13.19,11.94,11.31,13.19,13.19,11.94,10.05,10.05,11.94,11.31,10.05,10.05,9.42,10.68,10.05,9.42,9.42,9.42,10.05,9.42,9.42,9.42,9.42
trough,set004-A4_244.txt,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set004-A4_244.txt,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set004-A4_244.txt,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set004-A4_360.txt,04,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0
speed,set004-A4_360.txt,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set004-A4_360.txt,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set004-A4_371.txt,04,809,809,808,807,806,809,807,807,806,805,807,806,805,805,804,806,805,804,804,802,805,804,802,802,802
speed,set004-A4_371.txt,04,0.24,0.24,0.24,0.23,0.23,0.24,0.23,0.23,0.23,0.22,0.23,0.23,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
distance,set004-A4_371.txt,04,505.15,505.15,504.52,503.9,503.27,505.15,503.9,503.9,503.27,502.64,503.9,503.27,502.64,502.64,501.38,503.27,502.64,501.38,501.38,500.13,502.64,501.38,500.13,500.13,500.13
trough,set004-A4_69.txt,04,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
speed,set004-A4_69.txt,04,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26
distance,set004-A4_69.txt,04,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8
trough,set004-B1_132.txt,04,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
speed,set004-B1_132.txt,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set004-B1_132.txt,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set004-B1_155.txt,04,28,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
speed,set004-B1_155.txt,04,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set004-B1_155.txt,04,15.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set004-B1_224.txt,04,530,672,512,512,512,515,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512
speed,set004-B1_224.txt,04,0.42,1.09,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
distance,set004-B1_224.txt,04,328.6,414.68,319.18,319.18,319.18,320.43,319.18,319.18,319.18,319.18,319.18,319.18,319.18,319.18,319.18,319.18,319.18,319.18,319.18,319.18,319.18,319.18,319.18,319.18,319.18
trough,set004-B1_229.txt,04,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set004-B1_229.txt,04,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set004-B1_229.txt,04,90.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set004-B1_334.txt,04,27755,27750,27752,27750,27750,27751,27751,27750,27750,27750,27750,27750,27750,27750,27753,27750,27750,27750,27819,27778,27750,27753,27778,27778,27778
speed,set004-B1_334.txt,04,0.46,0.46,0.47,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.48,0.46,0.46,0.46,0.46,0.46,0.46
distance,set004-B1_334.txt,04,17435.95,17432.81,17434.07,17432.81,17432.81,17433.44,17433.44,17432.81,17432.81,17432.81,17432.81,17432.81,17432.81,17432.81,17434.7,17432.81,17432.81,17432.81,17476.16,17451.03,17432.81,17434.7,17451.03,17451.03,17451.03
trough,set004-B2_159.txt,04,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
speed,set004-B2_159.txt,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set004-B2_159.txt,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set004-B2_257.txt,04,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88
speed,set004-B2_257.txt,04,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
distance,set004-B2_257.txt,04,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52
trough,set004-B2_320.txt,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set004-B2_320.txt,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set004-B2_320.txt,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set004-B2_376.txt,04,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
speed,set004-B2_376.txt,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set004-B2_376.txt,04,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
trough,set004-B2_406.txt,04,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
speed,set004-B2_406.txt,04,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
distance,set004-B2_406.txt,04,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
trough,set004-B2_66.txt,04,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
speed,set004-B2_66.txt,04,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
distance,set004-B2_66.txt,04,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68
trough,set004-B3_107.txt,04,100,23,11,9,9,16,11,9,9,8,9,9,9,8,11,9,9,8,12,10,8,10,10,10,9
speed,set004-B3_107.txt,04,3.5,4.11,1.7,2.37,1.78,2.32,4.1,2.09,0.58,0,2.54,1.7,0.58,0,2.26,1.78,0.58,0,3.17,1.2,0,1.49,1.2,1.19,0.95
distance,set004-B3_107.txt,04,47.75,8.8,3.14,1.88,1.88,5.65,3.14,1.88,1.88,1.26,1.88,1.88,1.88,1.26,3.14,1.88,1.88,1.26,3.77,2.51,1.26,2.51,2.51,2.51,1.88
trough,set004-B3_176.txt,04,193,120,21,12,12,96,13,12,12,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12
speed,set004-B3_176.txt,04,3.19,3.07,1.01,0.43,0.43,2.93,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.42,0.43,0.43,0.42,0.42,0.42
distance,set004-B3_176.txt,04,103.04,67.86,8.8,4.4,4.4,54.03,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
trough,set004-B3_396.txt,04,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
speed,set004-B3_396.txt,04,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
distance,set004-B3_396.txt,04,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94
trough,set004-B3_425.txt,04,47,45,36,29,27,45,33,28,27,28,29,27,27,28,28,27,28,28,28,28,28,28,28,28,28
speed,set004-B3_425.txt,04,1.71,2.28,2.21,2.26,2.26,2.31,2.35,2.26,2.26,2.15,2.26,2.26,2.26,2.14,2.14,2.26,2.13,2.14,2.26,2.2,2.14,2.14,2.2,2.2,2.14
distance,set004-B3_425.txt,04,23.25,23.25,17.59,14.45,13.82,23.25,16.96,13.82,13.82,14.45,14.45,13.82,13.82,14.45,14.45,13.82,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45,14.45
trough,set004-B3_44.txt,04,54,84,138,156,96,118,141,118,68,50,155,108,57,49,43,68,50,45,40,39,46,46,37,39,41
speed,set004-B3_44.txt,04,1.5,2.06,3.68,5.25,3.24,3.14,3.86,4.21,1.81,1.83,4.91,3.47,2.37,1.67,1.67,1.81,1.83,1.72,1.53,1.34,2.05,3.46,1.4,1.64,1.46
distance,set004-B3_44.txt,04,26.39,44.61,79.79,91.1,54.66,66.6,81.68,67.86,36.44,25.13,90.48,62.2,29.53,24.5,20.73,36.44,25.13,21.99,19.48,19.48,22.62,22.62,18.22,19.48,20.73
trough,set004-B4_375.txt,04,10761,10752,10745,10742,10733,10748,10742,10736,10731,10720,10737,10736,10727,10716,10707,10731,10720,10712,10700,10687,10714,10708,10692,10685,10679
speed,set004-B4_375.txt,04,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
distance,set004-B4_375.txt,04,6740.4,6735.38,6732.23,6730.98,6727.21,6733.49,6730.98,6728.46,6726.58,6721.55,6728.46,6728.46,6724.69,6719.67,6716.53,6726.58,6721.55,6719.04,6712.76,6705.85,6719.04,6716.53,6708.36,6703.96,6699.56
trough,set004-B4_409.txt,04,19,18,18,18,18,18,18,18,18,18,18,18,18,17,17,18,18,17,17,17,17,17,17,17,17
speed,set004-B4_409.txt,04,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
distance,set004-B4_409.txt,04,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28,6.28
