stat,filename,set,combo_1,combo_2,combo_3,combo_4,combo_5,combo_6,combo_7,combo_8,combo_9,combo_10,combo_11,combo_12,combo_13,combo_14,combo_15,combo_16,combo_17,combo_18,combo_19,combo_20,combo_21,combo_22,combo_23,combo_24,combo_25
distance,set005-A3_6.txt,05,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92,1507.92
trough,set005-A4_271.txt,05,6919,6919,6918,6918,6918,6918,6918,6918,6918,6917,6918,6918,6917,6917,6917,6918,6917,6917,6917,6917,6917,6917,6917,6917,6917
speed,set005-A4_271.txt,05,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
distance,set005-A4_271.txt,05,4345.95,4345.95,4345.32,4345.32,4345.32,4345.32,4345.32,4345.32,4345.32,4344.69,4345.32,4345.32,4344.69,4344.69,4344.69,4345.32,4344.69,4344.69,4344.69,4344.69,4344.69,4344.69,4344.69,4344.69,4344.69
trough,set005-A4_393.txt,05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set005-A4_393.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set005-A4_393.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set005-B1_226.txt,05,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
speed,set005-B1_226.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set005-B1_226.txt,05,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
trough,set005-B1_351.txt,05,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257,7257
speed,set005-B1_351.txt,05,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43
distance,set005-B1_351.txt,05,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32,4558.32
trough,set005-B1_5.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set005-B1_5.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set005-B1_5.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set005-B2_125.txt,05,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958
speed,set005-B2_125.txt,05,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
distance,set005-B2_125.txt,05,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32,584.32
trough,set005-B2_306.txt,05,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753
speed,set005-B2_306.txt,05,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
distance,set005-B2_306.txt,05,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52,1099.52
trough,set005-B3_109.txt,05,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
speed,set005-B3_109.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set005-B3_109.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set005-B3_321.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set005-B3_321.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set005-B3_321.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set005-B3_332.txt,05,847,847,847,847,849,847,847,847,850,850,847,849,850,852,856,849,851,854,859,862,852,856,861,863,868
speed,set005-B3_332.txt,05,0.22,0.22,0.22,0.22,0.25,0.22,0.22,0.22,0.26,0.26,0.22,0.25,0.26,0.29,0.36,0.25,0.28,0.33,0.4,0.45,0.29,0.36,0.43,0.47,0.55
distance,set005-B3_332.txt,05,530.91,530.91,530.91,530.91,532.17,530.91,530.91,530.91,532.8,532.8,530.91,532.17,532.8,534.06,536.57,532.17,533.43,535.31,538.45,540.34,534.06,536.57,539.71,540.97,544.11
trough,set005-B3_389.txt,05,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
speed,set005-B3_389.txt,05,3.33,3.33,3.32,3.32,3.32,3.33,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.32,3.69,3.32,3.32,3.69,3.69,3.32
distance,set005-B3_389.txt,05,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51
trough,set005-B4_248.txt,05,1320,1318,1315,1312,1308,1318,1312,1311,1306,1304,1312,1308,1304,1302,1302,1306,1303,1302,1301,1301,1302,1302,1301,1300,1300
speed,set005-B4_248.txt,05,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.24,0.26,0.26,0.24,0.24,0.24,0.26,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
distance,set005-B4_248.txt,05,826.84,825.59,823.07,821.19,818.67,825.59,821.19,820.56,817.42,816.16,821.19,818.67,816.16,814.91,814.91,817.42,815.53,814.91,814.28,814.28,814.91,814.91,814.28,814.28,814.28
trough,set005-B4_41.txt,05,7,7,6,6,6,7,6,6,6,4,6,6,5,4,4,6,4,4,4,4,4,4,4,4,4
speed,set005-B4_41.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set005-B4_41.txt,05,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0,0.63,0.63,0,0,0,0.63,0,0,0,0,0,0,0,0,0
trough,set005-B4_91.txt,05,15,13,13,13,8,13,13,12,8,6,12,8,6,4,2,8,5,4,1,0,4,2,1,0,0
speed,set005-B4_91.txt,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set005-B4_91.txt,05,0.63,0.63,0.63,0.63,0,0.63,0.63,1.26,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
