ID,sex,population,site,host_plant,short-wing?,latitude,longitude,field_date_collected
320,M,Key Largo,JP,C. corindum,N,25.1284578,-80.4080913,2.5.2020
321,F,North Key Largo,DD front,C. corindum,N,25.2734885,-80.3040957,2.3.2020
322,F,North Key Largo,DD front,C. corindum,N,25.2734885,-80.3040957,2.3.2020
323,M,North Key Largo,DD front,C. corindum,N,25.2734885,-80.3040957,2.3.2020
324,M,North Key Largo,DD front,C. corindum,N,25.2734885,-80.3040957,2.3.2020
325,M,North Key Largo,DD front,C. corindum,N,25.2734885,-80.3040957,2.3.2020
326,F,North Key Largo,DD front,C. corindum,N,25.2734885,-80.3040957,2.3.2020
327,F,North Key Largo,DD front,C. corindum,N,25.2734885,-80.3040957,2.3.2020
328,F,North Key Largo,DD front,C. corindum,N,25.2734885,-80.3040957,2.3.2020
329,F,North Key Largo,DD front,C. corindum,N,25.2734885,-80.3040957,2.3.2020
330,F,North Key Largo,DD front,C. corindum,N,25.2734885,-80.3040957,2.3.2020
331,M,North Key Largo,Charlemagne,C. corindum,N,25.19515,-80.345916,2.5.2020
332,M,North Key Largo,Charlemagne,C. corindum,N,25.19515,-80.345916,2.5.2020
333,M,North Key Largo,Charlemagne,C. corindum,N,25.19515,-80.345916,2.5.2020
334,F,North Key Largo,Charlemagne,C. corindum,N,25.19515,-80.345916,2.5.2020
335,M,North Key Largo,Charlemagne,C. corindum,N,25.19515,-80.345916,2.5.2020
336,F,North Key Largo,Carysfort,C. corindum,N,25.2565615,-80.3108042,2.4.2020
337,F,North Key Largo,Carysfort,C. corindum,N,25.2565615,-80.3108042,2.4.2020
338,M,North Key Largo,Carysfort,C. corindum,N,25.2565615,-80.3108042,2.4.2020
339,F,North Key Largo,Carysfort,C. corindum,N,25.2565615,-80.3108042,2.4.2020
340,F,North Key Largo,Carysfort,C. corindum,N,25.2565615,-80.3108042,2.4.2020
341,F,North Key Largo,Dagny Trellis,C. corindum,N,25.1755702,-80.36780089,2.5.2020
342,F,North Key Largo,Dagny Trellis,C. corindum,N,25.1755702,-80.36780089,2.5.2020
343,M,North Key Largo,Dagny Trellis,C. corindum,N,25.1755702,-80.36780089,2.5.2020
344,M,North Key Largo,Dagny Trellis,C. corindum,N,25.1755702,-80.36780089,2.5.2020
345,F,North Key Largo,Dagny Trellis,C. corindum,N,25.1755702,-80.36780089,2.5.2020
346,F,North Key Largo,MM165,C. corindum,N,25.2275238,-80.3283788,2.4.2020
347,M,North Key Largo,MM165,C. corindum,N,25.2275238,-80.3283788,2.4.2020
348,M,North Key Largo,MM165,C. corindum,N,25.2275238,-80.3283788,2.4.2020
349,M,North Key Largo,MM165,C. corindum,N,25.2275238,-80.3283788,2.4.2020
350,M,North Key Largo,MM165,C. corindum,N,25.2275238,-80.3283788,2.4.2020
351,M,North Key Largo,N. Dagny,C. corindum,N,25.1820931,-80.3631938,2.5.2020
352,M,North Key Largo,N. Dagny,C. corindum,N,25.1820931,-80.3631938,2.5.2020
353,M,North Key Largo,N. Dagny,C. corindum,N,25.1820931,-80.3631938,2.5.2020
354,M,North Key Largo,N. Dagny,C. corindum,N,25.1820931,-80.3631938,2.5.2020
355,M,North Key Largo,N. Dagny,C. corindum,N,25.1820931,-80.3631938,2.5.2020
356,M,North Key Largo,N. Dagny,C. corindum,N,25.1820931,-80.3631938,2.5.2020
357,M,North Key Largo,N. Dagny,C. corindum,N,25.1820931,-80.3631938,2.5.2020
358,M,North Key Largo,N. Dagny,C. corindum,N,25.1820931,-80.3631938,2.5.2020
359,M,North Key Largo,N. Dagny,C. corindum,N,25.1820931,-80.3631938,2.5.2020
360,F,North Key Largo,N. Dagny,C. corindum,N,25.1820931,-80.3631938,2.5.2020
371,M,Lake Placid,110N Main,K.elegans,N,27.298631,-81.36615,2.7.2020
372,M,Lake Placid,110N Main,K.elegans,N,27.298631,-81.36615,2.7.2020
373,M,Lake Placid,110N Main,K.elegans,N,27.298631,-81.36615,2.7.2020
374,F,Lake Placid,110N Main,K.elegans,N,27.298631,-81.36615,2.7.2020
375,F,Lake Wales,Polk Ave,K.elegans,N,27.8967403,-81.5804654,2.7.2020
376,M,Lake Wales,Polk Ave,K.elegans,N,27.8967403,-81.5804654,2.7.2020
377,M,Lake Wales,Polk Ave,K.elegans,N,27.8967403,-81.5804654,2.7.2020
378,M,Lake Wales,Polk Ave,K.elegans,N,27.8967403,-81.5804654,2.7.2020
379,M,Lake Wales,Polk Ave,K.elegans,N,27.8967403,-81.5804654,2.7.2020
380,M,Gainesville,23rd & 8th,K.elegans,N,29.66200224,-82.347313,2.9.2020
381,M,Gainesville,23rd & 8th,K.elegans,N,29.66200224,-82.347313,2.9.2020
382,M,Plantation Key,Founder's,C. corindum,N,24.96424,-80.5673321,2.4.2020
383,M,Plantation Key,Founder's,C. corindum,N,24.96424,-80.5673321,2.4.2020
384,M,Plantation Key,Founder's,C. corindum,N,24.96424,-80.5673321,2.4.2020
385,F,Plantation Key,Founder's,C. corindum,N,24.96424,-80.5673321,2.4.2020
386,M,Plantation Key,Founder's,C. corindum,N,24.96424,-80.5673321,2.4.2020
387,F,Plantation Key,Founder's,C. corindum,N,24.96424,-80.5673321,2.4.2020
388,M,Plantation Key,Founder's,C. corindum,N,24.96424,-80.5673321,2.4.2020
389,F,Plantation Key,Founder's,C. corindum,N,24.96424,-80.5673321,2.4.2020
390,F,Plantation Key,Founder's,C. corindum,N,24.96424,-80.5673321,2.4.2020
391,F,Plantation Key,Founder's,C. corindum,N,24.96424,-80.5673321,2.4.2020
392,M,Plantation Key,Founder's,C. corindum,N,24.96424,-80.5673321,2.4.2020
393,F,Plantation Key,Founder's,C. corindum,N,24.96424,-80.5673321,2.4.2020
394,M,Plantation Key,Founder's,C. corindum,N,24.96424,-80.5673321,2.4.2020
395,M,Key Largo,KLMRL,C. corindum,N,25.1000151,-80.437522,2.5.2020
396,M,Key Largo,KLMRL,C. corindum,N,25.1000151,-80.437522,2.5.2020
397,M,Key Largo,KLMRL,C. corindum,N,25.1000151,-80.437522,2.5.2020
398,M,Key Largo,KLMRL,C. corindum,N,25.1000151,-80.437522,2.5.2020
399,M,Key Largo,KLMRL,C. corindum,N,25.1000151,-80.437522,2.5.2020
400,M,Key Largo,KLMRL,C. corindum,N,25.1000151,-80.437522,2.5.2020
401,F,Plantation Key,Founder's,C. corindum,N,24.96424,-80.5673321,2.4.2020
402,F,Plantation Key,Founder's,C. corindum,N,24.96424,-80.5673321,2.4.2020
403,M,Plantation Key,Founder's,C. corindum,N,24.96424,-80.5673321,2.4.2020
404,M,Plantation Key,Founder's,C. corindum,N,24.96424,-80.5673321,2.4.2020
405,F,Plantation Key,Founder's,C. corindum,N,24.96424,-80.5673321,2.4.2020
406,M,Key Largo,KLMRL,C. corindum,N,25.1000151,-80.437522,2.5.2020
407,F,Key Largo,JP,C. corindum,N,25.1284578,-80.4080913,2.5.2020
408,F,Key Largo,JP,C. corindum,N,25.1284578,-80.4080913,2.5.2020
409,M,Key Largo,JP,C. corindum,N,25.1284578,-80.4080913,2.5.2020
410,M,Key Largo,JP,C. corindum,N,25.1284578,-80.4080913,2.5.2020
411,M,North Key Largo,N. Dagny,C. corindum,N,25.1820931,-80.3631938,2.5.2020
412,M,North Key Largo,N. Dagny,C. corindum,N,25.1820931,-80.3631938,2.5.2020
413,M,North Key Largo,N. Dagny,C. corindum,N,25.1820931,-80.3631938,2.5.2020
414,M,North Key Largo,N. Dagny,C. corindum,N,25.1820931,-80.3631938,2.5.2020
415,M,North Key Largo,N. Dagny,C. corindum,N,25.1820931,-80.3631938,2.5.2020
416,M,North Key Largo,N. Dagny,C. corindum,N,25.1820931,-80.3631938,2.5.2020
417,M,North Key Largo,N. Dagny,C. corindum,N,25.1820931,-80.3631938,2.5.2020
418,M,North Key Largo,N. Dagny,C. corindum,N,25.1820931,-80.3631938,2.5.2020
419,M,North Key Largo,N. Dagny,C. corindum,N,25.1820931,-80.3631938,2.5.2020
420,F,North Key Largo,N. Dagny,C. corindum,N,25.1820931,-80.3631938,2.5.2020
421,M,North Key Largo,N. Dagny,C. corindum,N,25.1820931,-80.3631938,2.5.2020
422,M,North Key Largo,N. Dagny,C. corindum,N,25.1820931,-80.3631938,2.5.2020
423,M,North Key Largo,N. Dagny,C. corindum,N,25.1820931,-80.3631938,2.5.2020
424,F,North Key Largo,Charlemagne,C. corindum,N,25.19515,-80.345916,2.5.2020
425,M,North Key Largo,Charlemagne,C. corindum,N,25.19515,-80.345916,2.5.2020
426,M,North Key Largo,Charlemagne,C. corindum,N,25.19515,-80.345916,2.5.2020
427,M,North Key Largo,Charlemagne,C. corindum,N,25.19515,-80.345916,2.5.2020
428,F,North Key Largo,Charlemagne,C. corindum,N,25.19515,-80.345916,2.5.2020
429,F,North Key Largo,Charlemagne,C. corindum,N,25.19515,-80.345916,2.5.2020
430,F,North Key Largo,DD front,C. corindum,N,25.2734885,-80.3040957,2.3.2020
431,M,North Key Largo,DD front,C. corindum,N,25.2734885,-80.3040957,2.3.2020
432,M,North Key Largo,DD front,C. corindum,N,25.2734885,-80.3040957,2.3.2020
433,M,North Key Largo,DD front,C. corindum,N,25.2734885,-80.3040957,2.3.2020
434,,North Key Largo,DD front,C. corindum,N,25.2734885,-80.3040957,2.3.2020
435,M,North Key Largo,DD front,C. corindum,N,25.2734885,-80.3040957,2.3.2020
436,F,North Key Largo,DD front,C. corindum,N,25.2734885,-80.3040957,2.3.2020
437,M,North Key Largo,DD front,C. corindum,N,25.2734885,-80.3040957,2.3.2020
438,F,North Key Largo,DD front,C. corindum,N,25.2734885,-80.3040957,2.3.2020
439,M,North Key Largo,DD front,C. corindum,N,25.2734885,-80.3040957,2.3.2020
440,M,North Key Largo,DD front,C. corindum,N,25.2734885,-80.3040957,2.3.2020
441,M,North Key Largo,Carysfort,C. corindum,N,25.2565615,-80.3108042,2.4.2020
442,M,North Key Largo,Carysfort,C. corindum,N,25.2565615,-80.3108042,2.4.2020
443,M,North Key Largo,Carysfort,C. corindum,N,25.2565615,-80.3108042,2.4.2020
444,M,North Key Largo,Carysfort,C. corindum,N,25.2565615,-80.3108042,2.4.2020
450,F,North Key Largo,Dagny Trellis,C. corindum,Y,25.1755702,-80.36780089,2.5.2020
451,F,North Key Largo,Dagny Trellis,C. corindum,Y,25.1755702,-80.36780089,2.5.2020
452,M,North Key Largo,Dagny Trellis,C. corindum,Y,25.1755702,-80.36780089,2.5.2020
453,M,North Key Largo,Dagny Trellis,C. corindum,Y,25.1755702,-80.36780089,2.5.2020
454,F,North Key Largo,Dagny Trellis,C. corindum,Y,25.1755702,-80.36780089,2.5.2020
455,F,North Key Largo,Dagny Trellis,C. corindum,Y,25.1755702,-80.36780089,2.5.2020
456,M,North Key Largo,Dagny Trellis,C. corindum,Y,25.1755702,-80.36780089,2.5.2020
457,F,North Key Largo,Dagny Trellis,C. corindum,Y,25.1755702,-80.36780089,2.5.2020
458,F,North Key Largo,Dagny Trellis,C. corindum,Y,25.1755702,-80.36780089,2.5.2020
459,F,North Key Largo,Dagny Trellis,C. corindum,Y,25.1755702,-80.36780089,2.5.2020
460,M,North Key Largo,Dagny Trellis,C. corindum,Y,25.1755702,-80.36780089,2.5.2020
461,M,North Key Largo,Dagny Trellis,C. corindum,Y,25.1755702,-80.36780089,2.5.2020
462,F,North Key Largo,Dagny Trellis,C. corindum,Y,25.1755702,-80.36780089,2.5.2020
463,M,North Key Largo,Dagny Trellis,C. corindum,Y,25.1755702,-80.36780089,2.5.2020
464,F,North Key Largo,Dagny Trellis,C. corindum,Y,25.1755702,-80.36780089,2.5.2020
465,F,North Key Largo,Dagny Trellis,C. corindum,Y,25.1755702,-80.36780089,2.5.2020
466,M,North Key Largo,Dagny Trellis,C. corindum,Y,25.1755702,-80.36780089,2.5.2020
467,M,North Key Largo,Dynamite Docks,C. corindum,Y,25.286747,-80.290592,2.3.2020
468,F,North Key Largo,Dynamite Docks,C. corindum,Y,25.286747,-80.290592,2.3.2020
469,M,North Key Largo,Dynamite Docks,C. corindum,Y,25.286747,-80.290592,2.3.2020
470,F,North Key Largo,DD front,C. corindum,Y,25.2734885,-80.3040957,2.3.2020
471,F,North Key Largo,Carysfort,C. corindum,Y,25.2565615,-80.3108042,2.4.2020
472,F,North Key Largo,Carysfort,C. corindum,Y,25.2565615,-80.3108042,2.4.2020
473,F,North Key Largo,Carysfort,C. corindum,Y,25.2565615,-80.3108042,2.4.2020
474,M,North Key Largo,Carysfort,C. corindum,Y,25.2565615,-80.3108042,2.4.2020
475,M,North Key Largo,Carysfort,C. corindum,Y,25.2565615,-80.3108042,2.4.2020
476,M,North Key Largo,Carysfort,C. corindum,Y,25.2565615,-80.3108042,2.4.2020
477,F,North Key Largo,Carysfort,C. corindum,Y,25.2565615,-80.3108042,2.4.2020
478,M,North Key Largo,Carysfort,C. corindum,Y,25.2565615,-80.3108042,2.4.2020
479,F,North Key Largo,Carysfort,C. corindum,Y,25.2565615,-80.3108042,2.4.2020
480,F,North Key Largo,Charlemagne,C. corindum,Y,25.19515,-80.345916,2.5.2020
481,F,North Key Largo,Charlemagne,C. corindum,Y,25.19515,-80.345916,2.5.2020
482,F,North Key Largo,Charlemagne,C. corindum,Y,25.19515,-80.345916,2.5.2020
483,M,North Key Largo,Charlemagne,C. corindum,Y,25.19515,-80.345916,2.5.2020
484,M,North Key Largo,Charlemagne,C. corindum,Y,25.19515,-80.345916,2.5.2020
485,M,North Key Largo,Charlemagne,C. corindum,Y,25.19515,-80.345916,2.5.2020
486,M,North Key Largo,Charlemagne,C. corindum,Y,25.19515,-80.345916,2.5.2020
487,M,North Key Largo,Charlemagne,C. corindum,Y,25.19515,-80.345916,2.5.2020
488,M,North Key Largo,Charlemagne,C. corindum,Y,25.19515,-80.345916,2.5.2020
489,F,North Key Largo,Charlemagne,C. corindum,Y,25.19515,-80.345916,2.5.2020
490,F,North Key Largo,Charlemagne,C. corindum,Y,25.19515,-80.345916,2.5.2020
491,M,North Key Largo,Charlemagne,C. corindum,Y,25.19515,-80.345916,2.5.2020
492,F,North Key Largo,Charlemagne,C. corindum,Y,25.19515,-80.345916,2.5.2020
493,F,North Key Largo,N. Dagny,C. corindum,Y,25.1820931,-80.3631938,2.5.2020
494,F,North Key Largo,N. Dagny,C. corindum,Y,25.1820931,-80.3631938,2.5.2020
495,M,North Key Largo,N. Dagny,C. corindum,Y,25.1820931,-80.3631938,2.5.2020
496,M,North Key Largo,N. Dagny,C. corindum,Y,25.1820931,-80.3631938,2.5.2020
497,F,North Key Largo,N. Dagny,C. corindum,Y,25.1820931,-80.3631938,2.5.2020
498,M,North Key Largo,N. Dagny,C. corindum,Y,25.1820931,-80.3631938,2.5.2020
499,F,North Key Largo,N. Dagny,C. corindum,Y,25.1820931,-80.3631938,2.5.2020
500,F,North Key Largo,N. Dagny,C. corindum,Y,25.1820931,-80.3631938,2.5.2020
501,M,Homestead,SW 296th St,K.elegans,Y,25.491362,-80.485821,2.7.2020
502,F,Homestead,SW 296th St,K.elegans,Y,25.491362,-80.485821,2.7.2020
503,M,Homestead,SW 296th St,K.elegans,Y,25.491362,-80.485821,2.7.2020
504,F,Homestead,SW 296th St,K.elegans,Y,25.491362,-80.485821,2.7.2020
505,M,Homestead,SW 296th St,K.elegans,Y,25.491362,-80.485821,2.7.2020
506,M,Homestead,SW 296th St,K.elegans,Y,25.491362,-80.485821,2.7.2020
507,F,Homestead,SW 296th St,K.elegans,Y,25.491362,-80.485821,2.7.2020
508,F,Key Largo,KLMRL,C. corindum,Y,25.1000151,-80.437522,2.5.2020
509,F,Key Largo,KLMRL,C. corindum,Y,25.1000151,-80.437522,2.5.2020
510,M,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
511,F,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
512,M,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
513,M,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
514,M,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
515,F,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
516,F,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
517,M,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
518,M,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
519,M,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
520,F,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
521,M,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
522,M,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
523,F,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
524,M,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
525,F,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
526,F,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
527,M,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
528,F,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
529,F,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
530,M,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
531,F,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
532,M,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
533,M,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
534,M,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
535,F,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
536,M,Key Largo,JP,C. corindum,Y,25.1284578,-80.4080913,2.5.2020
537,M,Lake Wales,Polk Ave,K.elegans,Y,27.8967403,-81.5804654,2.7.2020
538,F,Leesburg,Mount & 8th,K.elegans,Y,28.7963435,-81.8778849,2.7.2020
539,F,Plantation Key,Founder's,C. corindum,Y,24.96424,-80.5673321,2.4.2020
540,F,Plantation Key,Founder's,C. corindum,Y,24.96424,-80.5673321,2.4.2020
541,M,Plantation Key,Founder's,C. corindum,Y,24.96424,-80.5673321,2.4.2020
542,M,Plantation Key,Founder's,C. corindum,Y,24.96424,-80.5673321,2.4.2020
543,F,Plantation Key,Founder's,C. corindum,Y,24.96424,-80.5673321,2.4.2020
544,M,Plantation Key,Founder's,C. corindum,Y,24.96424,-80.5673321,2.4.2020
545,F,Plantation Key,Founder's,C. corindum,Y,24.96424,-80.5673321,2.4.2020
546,M,Plantation Key,Founder's,C. corindum,Y,24.96424,-80.5673321,2.4.2020
547,M,Plantation Key,Founder's,C. corindum,Y,24.96424,-80.5673321,2.4.2020
548,F,Plantation Key,Founder's,C. corindum,Y,24.96424,-80.5673321,2.4.2020
549,F,Plantation Key,Founder's,C. corindum,Y,24.96424,-80.5673321,2.4.2020
550,M,Plantation Key,Founder's,C. corindum,Y,24.96424,-80.5673321,2.4.2020
551,M,Plantation Key,Founder's,C. corindum,Y,24.96424,-80.5673321,2.4.2020
552,F,Plantation Key,Founder's,C. corindum,Y,24.96424,-80.5673321,2.4.2020
553,F,North Key Largo,N. Dagny,C. corindum,Y,25.1820931,-80.3631938,2.5.2020
554,M,North Key Largo,N. Dagny,C. corindum,Y,25.1820931,-80.3631938,2.5.2020
