ID,filename,trial_type,chamber,channel_letter,channel_num,set_number,average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,recording_duration,max_speed,test_date,time_start,time_end,duration_check,sex,population,county,site,host_plant,flew,flight_type,NOTES,mass,EWM,latitude,longitude,total_eggs,beak,thorax,wing,body,w_morph,morph_notes,tested
401,set003-2-19-2020-A4_401.txt,T1,A-4,A,4,3,0.0,0.0,0.0,0.0,0.0,0.0,2074.47,0.0,2020-02-19,10:11:00,10:44:00,1980.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.096,Y,24.96424,-80.5673321,30.0,9.01,3.77,10.53,13.86,L,,yes
444,set003-2-19-2020-A4_444.txt,T1,A-4,A,4,3,0.17,2708.17,448.61,0.0,2112.74,0.65,4167.87,0.24,2020-02-19,8:24:00,09:21:00,3420.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,C,,0.036000000000000004,N,25.2565615,-80.3108042,,6.29,2.9,7.78,10.89,L,,yes
326,set003-2-19-2020-B1_326.txt,T1,B-1,B,1,3,0.4,28886.97,11335.79,0.0,28886.97,1.0,28929.99,0.65,2020-02-19,8:25:00,16:29:00,29040.0,F,North Key Largo,North Key Largo,DD front,C. corindum,Y,C,,0.085,Y,25.273488500000006,-80.3040957,147.0,9.44,4.0,10.17,14.13,L,,yes
115,set003-2-19-2020-B2_115.txt,T1,B-2,B,2,3,0.0,0.0,0.0,0.0,0.0,0.0,2030.91,0.0,2020-02-19,8:25:00,08:58:00,1980.0,F,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.087,Y,25.1000151,-80.437522,226.0,7.43,3.39,8.93,12.56,LS,,yes
152,set003-2-19-2020-B2_152.txt,T1,B-2,B,2,3,0.0,0.0,0.63,0.0,0.0,0.0,1844.03,0.0,2020-02-19,14:32:00,15:00:00,1680.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.029,N,25.491362,-80.485821,,5.17,2.69,6.93,9.64,L,,yes
258,set003-2-19-2020-B2_258.txt,T1,B-2,B,2,3,0.0,0.0,0.0,0.0,0.0,0.0,3707.11,0.0,2020-02-19,12:25:00,12:55:00,1800.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,,0.025,N,25.491362,-80.485821,,5.49,2.65,7.22,10.07,L,,yes
28,set003-2-19-2020-B2_28.txt,T1,B-2,B,2,3,0.37,18.55,8.17,0.0,17.14,0.01,2120.59,0.54,2020-02-19,9:35:00,10:08:00,1980.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,,0.035,N,25.19515,-80.345916,,5.5,2.9,7.57,10.73,L,wings torn at the end,yes
311,set003-2-19-2020-B2_311.txt,T1,B-2,B,2,3,0.0,0.0,0.0,0.0,0.0,0.0,2122.11,0.0,2020-02-19,9:00:00,09:31:00,1860.0,M,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.036000000000000004,N,25.1000151,-80.437522,,6.22,3.03,8.05,11.38,L,wings torn at the end,yes
312,set003-2-19-2020-B2_312.txt,T1,B-2,B,2,3,0.3,2817.15,787.89,0.0,2815.54,0.56,5064.95,0.49,2020-02-19,10:12:00,11:30:00,4680.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,B,,0.038,N,25.1000151,-80.437522,,5.72,3.06,8.4,11.36,L,,yes
418,set003-2-19-2020-B2_418.txt,T1,B-2,B,2,3,0.16,16121.83,2227.32,73.65,3763.86,0.74,21724.67,0.66,2020-02-19,15:02:00,21:03:42,21702.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,C,,0.046,N,25.1820931,-80.36319379999998,,6.56,2.91,8.02,11.22,L,,yes
432,set003-2-19-2020-B2_432.txt,T1,B-2,B,2,3,0.12,997.02,94.24,60.46,149.64,0.34,2969.55,0.24,2020-02-19,11:35:00,12:24:00,2940.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,C,,0.039,N,25.273488500000006,-80.3040957,,6.59,2.96,7.87,11.05,L,,yes
45,set003-2-19-2020-B2_45.txt,T1,B-2,B,2,3,0.17,1679.45,255.09,127.1,1220.41,0.44,3827.99,0.34,2020-02-19,13:26:00,14:09:00,2580.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,BC,,0.033,N,25.491362,-80.485821,,5.06,2.75,7.68,10.18,L,wings torn at the end,yes
129,set003-2-19-2020-B3_129.txt,T1,B-3,B,3,3,0.34,28.19,10.05,0.0,17.32,0.01,2120.79,0.43,2020-02-19,9:00:00,09:31:00,1860.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,B,,0.036000000000000004,N,25.2565615,-80.3108042,,5.94,2.92,7.98,10.85,L,,yes
269,set003-2-19-2020-B3_269.txt,T1,B-3,B,3,3,0.46,28561.11,12702.97,0.0,27116.46,0.98,29029.67,0.77,2020-02-19,9:36:00,17:40:00,29040.0,F,Lake Placid,Highlands,110N Main,K.elegans,Y,C,SENSOR: lost voltage reading ~ 5:10 PM (17:10) then resolved in 5 min,0.059,N,27.298631,-81.36615,103.0,6.98,3.71,9.85,13.5,L,,yes
395,set003-2-19-2020-B3_395.txt,T1,B-3,B,3,3,0.36,0.0,1.88,0.0,0.0,0.0,2039.51,0.58,2020-02-19,8:26:00,08:58:00,1920.0,M,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.048,N,25.1000151,-80.437522,,5.98,3.18,8.23,11.41,L,wings torn at the end,yes
151,set003-2-19-2020-B4_151.txt,T1,B-4,B,4,3,0.33,8022.63,2576.03,0.0,8022.63,0.96,8346.35,0.44,2020-02-19,8:26:00,10:44:00,8280.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,C,,0.095,N,25.491362,-80.485821,44.0,7.09,3.13,8.73,12.08,L,,yes
347,set003-2-19-2020-B4_347.txt,T1,B-4,B,4,3,0.2,22.6,6.28,0.0,16.73,0.01,3001.71,0.35,2020-02-19,10:46:00,11:33:00,2820.0,M,North Key Largo,North Key Largo,MM165,C. corindum,Y,B,,0.048,N,25.2275238,-80.3283788,,6.08,3.16,8.42,11.66,L,wings torn at the end,yes
412,set003-2-19-2020-B4_412.txt,T1,B-4,B,4,3,0.31,20137.26,6149.17,0.0,20137.26,0.92,21841.91,0.49,2020-02-19,11:36:00,17:40:00,21840.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,C,,0.03,N,25.1820931,-80.36319379999998,,5.77,2.77,7.3,10.22,L,,yes
104,set004-2-20-2020-A2_104.txt,T1,A-2,A,2,4,0.0,0.0,0.63,0.0,0.0,0.0,2210.31,0.0,2020-02-20,9:30:00,10:05:00,2100.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.057,N,24.9735748,-80.5539224,,6.83,3.36,8.61,12.01,L,wings torn at the end,yes
145,set004-2-20-2020-A2_145.txt,T1,A-2,A,2,4,0.41,28304.66,10920.48,0.0,28304.66,1.0,28427.67,0.68,2020-02-20,10:46:00,18:38:39,28359.0,M,North Key Largo,North Key Largo,MM165,C. corindum,Y,C,,0.046,N,25.2275238,-80.3283788,,6.88,3.16,8.84,12.06,L,,yes
149,set004-2-20-2020-A2_149.txt,T1,A-2,A,2,4,0.14,10.77,1.88,0.0,10.77,0.0,2524.95,0.19,2020-02-20,8:50:00,09:27:00,2220.0,F,North Key Largo,North Key Largo,Dynamite Docks,C. corindum,N,,,0.08199999999999999,Y,25.286747,-80.290592,72.0,7.41,3.79,9.98,13.66,L,,yes
274,set004-2-20-2020-A2_274.txt,T1,A-2,A,2,4,0.0,0.0,0.0,0.0,0.0,0.0,2017.51,0.0,2020-02-20,8:15:00,08:45:00,1800.0,M,Lake Wales,Polk,Polk Ave,K.elegans,N,,,0.042,N,27.8967403,-81.58046540000002,,5.58,2.89,7.56,10.97,L,wings torn at the end,yes
50,set004-2-20-2020-A2_50.txt,T1,A-2,A,2,4,0.12,0.0,3.14,0.0,0.0,0.0,2243.51,0.12,2020-02-20,10:08:00,10:41:00,1980.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.048,N,25.491362,-80.485821,,5.39,3.22,7.5,10.79,L,wings torn at the end,yes
1,set004-2-20-2020-A3_1.txt,T1,A-3,A,3,4,0.28,2164.03,596.89,0.0,2164.03,0.89,2436.31,0.44,2020-02-20,8:15:00,08:50:00,2100.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,C,,0.038,N,24.9735748,-80.5539224,,5.5,3.18,8.39,11.83,L,wings torn at the end,yes
71,set004-2-20-2020-A3_71.txt,T1,A-3,A,3,4,0.29,30133.94,8329.37,0.0,28866.08,0.86,34987.67,0.52,2020-02-20,8:55:00,17:18:47,30227.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,C,,0.035,N,28.7963435,-81.8778849,,5.32,2.94,7.39,10.85,L,,yes
167,set004-2-20-2020-A4_167.txt,T1,A-4,A,4,4,0.91,0.0,1.88,0.0,0.0,0.0,1943.59,0.0,2020-02-20,11:24:00,11:56:00,1920.0,M,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.029,N,27.298631,-81.36615,,4.77,2.62,6.73,9.41,L,,yes
170,set004-2-20-2020-A4_170.txt,T1,A-4,A,4,4,0.23,9.17,8.17,0.0,6.17,0.0,2386.27,0.36,2020-02-20,10:08:00,10:42:00,2040.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,B,,0.045,N,27.298631,-81.36615,,5.73,3.17,9.12,11.97,L,wings torn at the end,yes
244,set004-2-20-2020-A4_244.txt,T1,A-4,A,4,4,0.0,0.0,0.0,0.0,0.0,0.0,2122.31,0.0,2020-02-20,10:47:00,11:21:00,2040.0,F,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.115,Y,25.2275238,-80.3283788,100.0,7.99,3.5,8.71,12.31,L,,yes
360,set004-2-20-2020-A4_360.txt,T1,A-4,A,4,4,0.0,0.0,0.0,0.0,0.0,0.0,2227.27,0.0,2020-02-20,9:30:00,10:05:00,2100.0,F,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.106,Y,25.1820931,-80.36319379999998,256.0,8.5,3.28,8.65,12.35,L,,yes
371,set004-2-20-2020-A4_371.txt,T1,A-4,A,4,4,0.22,2285.77,500.13,0.0,2285.77,0.92,2492.19,0.33,2020-02-20,8:51:00,09:27:00,2160.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,C,,0.031,N,27.298631,-81.36615,,5.37,2.84,7.73,10.82,L,,yes
69,set004-2-20-2020-A4_69.txt,T1,A-4,A,4,4,0.26,35.09,8.8,0.0,16.59,0.02,2093.31,0.73,2020-02-20,8:15:00,08:45:00,1800.0,F,Lake Wales,Polk,Polk Ave,K.elegans,Y,B,,0.06,N,27.8967403,-81.58046540000002,19.0,7.44,3.33,8.98,12.36,L,,yes
132,set004-2-20-2020-B1_132.txt,T1,B-1,B,1,4,0.0,0.0,0.0,0.0,0.0,0.0,2159.71,0.0,2020-02-20,10:48:00,11:21:00,1980.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.07400000000000001,N,25.273488500000006,-80.3040957,88.0,8.29,3.64,9.99,13.81,L,,yes
155,set004-2-20-2020-B1_155.txt,T1,B-1,B,1,4,0.0,0.0,0.0,0.0,0.0,0.0,2237.43,0.0,2020-02-20,9:30:00,10:05:00,2100.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.092,Y,25.491362,-80.485821,38.0,7.01,3.25,8.17,11.63,L,,yes
224,set004-2-20-2020-B1_224.txt,T1,B-1,B,1,4,0.3,1768.03,319.18,0.0,1166.13,0.38,4611.03,0.44,2020-02-20,8:15:00,09:26:00,4260.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,BC,,0.047,N,25.273488500000006,-80.3040957,,6.85,3.08,8.92,11.99,L,,yes
229,set004-2-20-2020-B1_229.txt,T1,B-1,B,1,4,0.0,0.0,0.0,0.0,0.0,0.0,2363.07,0.0,2020-02-20,10:09:00,10:42:00,1980.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.095,Y,25.19515,-80.345916,347.0,8.17,3.48,9.37,13.09,L,,yes
334,set004-2-20-2020-B1_334.txt,T1,B-1,B,1,4,0.46,38172.43,17451.03,0.0,38172.43,1.0,38212.71,0.6,2020-02-20,11:24:00,22:01:55,38275.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,C,,0.056,N,25.19515,-80.345916,4.0,8.32,3.39,9.09,12.47,L,,yes
159,set004-2-20-2020-B2_159.txt,T1,B-2,B,2,4,0.0,0.0,0.0,0.0,0.0,0.0,2103.51,0.0,2020-02-20,8:15:00,08:45:00,1800.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.032,N,25.491362,-80.485821,,5.19,2.75,7.24,9.97,L,,yes
257,set004-2-20-2020-B2_257.txt,T1,B-2,B,2,4,0.17,299.89,51.52,294.05,294.05,0.13,2233.23,0.23,2020-02-20,9:30:00,10:05:00,2100.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,BC,,0.042,N,25.491362,-80.485821,,5.42,2.78,7.72,10.74,L,,yes
320,set004-2-20-2020-B2_320.txt,T1,B-2,B,2,4,0.0,0.0,0.0,0.0,0.0,0.0,2545.07,0.0,2020-02-20,8:52:00,09:27:00,2100.0,M,Key Largo,Key Largo,JP,C. corindum,N,,,0.047,N,25.1284578,-80.4080913,,6.22,3.13,8.02,11.31,L,,yes
376,set004-2-20-2020-B2_376.txt,T1,B-2,B,2,4,0.0,0.0,0.63,0.0,0.0,0.0,2171.23,0.0,2020-02-20,10:49:00,11:22:00,1980.0,M,Lake Wales,Polk,Polk Ave,K.elegans,N,,,0.031,N,27.8967403,-81.58046540000002,,5.27,2.74,8.04,10.94,L,,yes
406,set004-2-20-2020-B2_406.txt,T1,B-2,B,2,4,0.23,14.47,4.4,0.0,10.36,0.01,1801.95,0.36,2020-02-20,11:25:00,11:56:00,1860.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,B,,0.032,N,25.1000151,-80.437522,,5.98,3.12,8.4,11.48,L,,yes
66,set004-2-20-2020-B2_66.txt,T1,B-2,B,2,4,0.21,2305.4,10.68,0.0,2268.1,0.97,2373.95,0.28,2020-02-20,10:10:00,10:42:00,1920.0,M,Lake Wales,Polk,Polk Ave,K.elegans,Y,B,,0.036000000000000004,N,27.8967403,-81.58046540000002,,5.46,2.9,8.21,11.14,L,,yes
107,set004-2-20-2020-B3_107.txt,T1,B-3,B,3,4,0.0,0.0,1.26,0.0,0.0,0.0,2149.63,0.0,2020-02-20,8:15:00,08:45:00,1800.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.036000000000000004,N,24.96424,-80.5673321,,5.67,3.13,8.17,11.13,L,,yes
176,set004-2-20-2020-B3_176.txt,T1,B-3,B,3,4,0.18,727.91,3.77,0.0,725.01,0.31,2347.31,0.22,2020-02-20,10:11:00,10:43:00,1920.0,F,Lake Wales,Polk,Polk Ave,K.elegans,N,,,0.058,Y,27.8967403,-81.58046540000002,75.0,7.5,3.28,8.63,12.08,L,,yes
396,set004-2-20-2020-B3_396.txt,T1,B-3,B,3,4,0.31,620.05,11.94,0.0,588.12,0.28,2179.59,0.37,2020-02-20,9:30:00,10:05:00,2100.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,B,,0.051,N,25.1000151,-80.437522,,6.69,3.25,8.53,11.76,L,,yes
425,set004-2-20-2020-B3_425.txt,T1,B-3,B,3,4,0.25,650.76,9.42,0.0,627.1,0.34,1912.91,0.58,2020-02-20,10:50:00,11:22:00,1920.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,,0.027000000000000003,N,25.19515,-80.345916,,6.17,2.91,7.57,10.44,L,,yes
44,set004-2-20-2020-B3_44.txt,T1,B-3,B,3,4,0.4,837.17,12.57,0.0,790.27,0.32,2599.51,0.98,2020-02-20,8:53:00,09:27:00,2040.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,,0.062,N,25.491362,-80.485821,,7.74,3.38,9.09,12.86,L,,yes
375,set004-2-20-2020-B4_375.txt,T1,B-4,B,4,4,0.22,31671.89,6699.56,93.46,27292.21,0.67,47308.59,0.35,2020-02-20,8:54:00,18:46:12,35532.0,F,Lake Wales,Polk,Polk Ave,K.elegans,Y,C,,0.063,N,27.8967403,-81.58046540000002,88.0,6.62,3.6,9.83,13.61,L,wings torn at the end,yes
409,set004-2-20-2020-B4_409.txt,T1,B-4,B,4,4,0.17,21.76,5.65,0.0,12.75,0.01,2275.39,0.22,2020-02-20,8:15:00,08:45:00,1800.0,M,Key Largo,Key Largo,JP,C. corindum,Y,B,,0.029,N,25.1284578,-80.4080913,,5.4,2.63,7.17,9.73,L,,yes
216,set005-2-21-2020-A2_216.txt,T1,A-2,A,2,5,0.0,0.0,0.0,0.0,0.0,0.0,2157.75,0.0,2020-02-21,9:41:00,10:17:00,2160.0,M,Key Largo,Key Largo,JP,C. corindum,N,,,0.047,N,25.1284578,-80.4080913,,6.54,2.99,8.03,11.33,L,,yes
433,set005-2-21-2020-A2_433.txt,T1,A-2,A,2,5,0.44,533.86,21.36,0.0,454.35,0.27,1989.03,0.51,2020-02-21,10:18:00,10:49:00,1860.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,B,,0.035,N,25.273488500000006,-80.3040957,,5.88,3.07,8.12,11.04,L,wings torn at the end,yes
434,set005-2-21-2020-A2_434.txt,T1,A-2,A,2,5,0.0,0.0,0.0,0.0,0.0,0.0,2145.87,0.0,2020-02-21,8:28:00,09:00:00,1920.0,M,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.037000000000000005,N,25.273488500000006,-80.3040957,,6.3,2.99,7.93,11.11,L,,yes
45,set005-2-21-2020-A2_45.txt,T1,A-2,A,2,5,0.34,21.33,6.91,0.0,21.33,0.0,10206.79,0.41,2020-02-21,10:50:00,11:20:00,1800.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,PAINT: paint fell off between 20-30 min into the trial,0.031,N,25.491362,-80.485821,,5.06,2.75,7.68,10.18,L,wings torn at the end,yes
86,set005-2-21-2020-A2_86.txt,T1,A-2,A,2,5,0.0,0.0,0.0,0.0,0.0,0.0,2238.99,0.0,2020-02-21,9:04:00,09:39:00,2100.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.033,N,29.66200224,-82.347313,,5.18,3.05,8.23,11.06,L,,yes
102,set005-2-21-2020-A3_102.txt,T1,A-3,A,3,5,0.39,24.62,10.68,0.0,13.37,0.01,2198.23,0.45,2020-02-21,9:05:00,09:39:00,2040.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,B,,0.043,N,24.9735748,-80.5539224,,5.69,3.11,8.41,11.6,L,,yes
126,set005-2-21-2020-A3_126.txt,T1,A-3,A,3,5,0.64,0.0,3.14,0.0,0.0,0.0,2200.75,0.0,2020-02-21,8:28:00,09:00:00,1920.0,F,North Key Largo,North Key Largo,Carysfort,C. corindum,N,,,0.07400000000000001,Y,25.2565615,-80.3108042,31.0,8.97,3.78,10.05,13.61,L,wings torn at the end,yes
6,set005-2-21-2020-A3_6.txt,T1,A-3,A,3,5,0.29,5277.88,1507.92,0.0,5277.88,0.96,5501.99,0.37,2020-02-21,9:41:00,11:14:00,5580.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,DATA COL: time_end from windaq file,0.042,N,24.96424,-80.5673321,,5.76,3.04,8.03,11.0,L,,yes
271,set005-2-21-2020-A4_271.txt,T1,A-4,A,4,5,0.37,12233.13,4344.07,0.0,12233.13,0.99,12407.39,0.56,2020-02-21,9:06:00,12:34:00,12480.0,F,Lake Wales,Polk,Polk Ave,K.elegans,Y,C,,0.05,N,27.8967403,-81.58046540000002,34.0,7.59,3.31,9.21,12.82,L,,yes
393,set005-2-21-2020-A4_393.txt,T1,A-4,A,4,5,0.0,0.0,0.0,0.0,0.0,0.0,2293.59,0.0,2020-02-21,8:28:00,09:00:00,1920.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.1,Y,24.96424,-80.5673321,29.0,7.51,3.55,9.04,12.63,LS,,yes
226,set005-2-21-2020-B1_226.txt,T1,B-1,B,1,5,0.0,0.0,1.26,0.0,0.0,0.0,2426.91,0.0,2020-02-21,8:28:00,09:00:00,1920.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,,0.057,N,25.19515,-80.345916,,6.6,2.78,7.29,10.45,LS,,yes
351,set005-2-21-2020-B1_351.txt,T1,B-1,B,1,5,0.43,12377.83,4558.32,0.0,11064.45,0.98,12628.43,0.69,2020-02-21,9:42:00,13:13:00,12660.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,BC,,0.034,N,25.1820931,-80.36319379999998,,6.16,3.01,7.88,10.9,L,,yes
5,set005-2-21-2020-B1_5.txt,T1,B-1,B,1,5,0.0,0.0,0.0,0.0,0.0,0.0,2079.15,0.0,2020-02-21,9:07:00,09:39:00,1920.0,F,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,DATA COL: did not fly from the windaq file,0.087,Y,24.9735748,-80.5539224,209.0,7.47,3.32,8.33,11.89,L,,yes
125,set005-2-21-2020-B2_125.txt,T1,B-2,B,2,5,0.2,3027.96,584.32,0.0,1266.3,0.67,4518.55,0.31,2020-02-21,8:28:00,09:30:00,3720.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,C,,0.043,N,25.1820931,-80.36319379999998,,5.91,3.22,8.43,11.41,L,,yes
306,set005-2-21-2020-B2_306.txt,T1,B-2,B,2,5,0.22,5180.67,1099.52,0.0,5180.67,0.41,12555.95,0.46,2020-02-21,9:42:00,13:12:00,12600.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,BUG: flying in place at 10:23 - look at windaq file to see what flying-in-place motion looks like; time_end from windaq file,0.041,N,24.96424,-80.5673321,,6.25,3.16,8.57,11.73,L,,yes
109,set005-2-21-2020-B3_109.txt,T1,B-3,B,3,5,0.0,0.0,0.0,0.0,0.0,0.0,1713.23,0.0,2020-02-21,10:50:00,11:20:00,1800.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.053,Y,24.96424,-80.5673321,7.0,6.76,3.59,9.29,12.87,L,,yes
321,set005-2-21-2020-B3_321.txt,T1,B-3,B,3,5,0.0,0.0,0.0,0.0,0.0,0.0,1894.75,0.0,2020-02-21,10:19:00,10:49:00,1800.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.05,Y,25.273488500000006,-80.3040957,9.0,9.17,3.73,9.38,12.86,L,,yes
332,set005-2-21-2020-B3_332.txt,T1,B-3,B,3,5,0.22,2458.01,530.29,0.0,2458.01,0.58,4267.23,0.39,2020-02-21,9:08:00,09:57:00,2940.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,C,,0.029,N,25.19515,-80.345916,4.0,5.84,2.87,7.55,10.62,L,,yes
389,set005-2-21-2020-B3_389.txt,T1,B-3,B,3,5,0.0,0.0,1.26,0.0,0.0,0.0,2479.27,0.0,2020-02-21,8:28:00,09:00:00,1920.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.105,N,24.96424,-80.5673321,57.0,7.21,3.59,10.02,13.53,L,wings torn at the end,yes
248,set005-2-21-2020-B4_248.txt,T1,B-4,B,4,5,0.24,3545.87,814.28,0.0,3545.87,0.91,3895.43,0.4,2020-02-21,9:43:00,10:48:00,3900.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,C,,0.037000000000000005,N,25.1820931,-80.36319379999998,,6.35,3.17,8.53,11.52,L,,yes
41,set005-2-21-2020-B4_41.txt,T1,B-4,B,4,5,0.0,0.0,0.0,0.0,0.0,0.0,2049.51,0.0,2020-02-21,9:08:00,09:39:00,1860.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,DATA COL: did not fly from the windaq file but recording also had voltage problem,0.122,Y,25.491362,-80.485821,255.0,7.47,3.82,9.66,13.31,L,,yes
91,set005-2-21-2020-B4_91.txt,T1,B-4,B,4,5,0.0,0.0,0.0,0.0,0.0,0.0,2489.55,0.0,2020-02-21,8:28:00,09:00:00,1920.0,F,North Key Largo,North Key Largo,Dynamite Docks,C. corindum,N,,,0.079,Y,25.286747,-80.290592,114.0,6.99,3.17,7.17,10.93,LS,,yes
294,set006-2-24-2020-A1_294.txt,T1,A-1,A,1,6,0.15,19.15,8.17,0.0,9.45,0.01,2295.95,0.19,2020-02-24,14:15:00,14:50:00,2100.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,Y,B,,0.033,N,29.66200224,-82.347313,,5.23,3.08,8.14,11.03,L,,yes
319,set006-2-24-2020-A1_319.txt,T1,A-1,A,1,6,0.22,51.49,16.96,0.0,22.71,0.02,2339.43,0.92,2020-02-24,13:35:00,14:11:00,2160.0,F,Key Largo,Key Largo,JP,C. corindum,Y,B,,0.099,N,25.1284578,-80.4080913,70.0,7.84,3.37,8.61,12.22,L,,yes
328,set006-2-24-2020-A1_328.txt,T1,A-1,A,1,6,0.0,0.0,0.63,0.0,0.0,0.0,2111.15,0.0,2020-02-24,14:53:00,15:35:00,2520.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.07400000000000001,Y,25.273488500000006,-80.3040957,138.0,8.04,3.53,9.18,12.63,L,,yes
335,set006-2-24-2020-A1_335.txt,T1,A-1,A,1,6,0.19,0.0,2.51,0.0,0.0,0.0,1947.75,0.0,2020-02-24,15:38:00,16:00:00,1320.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,BUG: paint on antennae-freaked out ,0.033,N,25.19515,-80.345916,,5.54,3.01,7.68,10.57,L,,yes
9,set006-2-24-2020-A1_9.txt,T1,A-1,A,1,6,0.34,13306.3,4489.2,0.0,13306.3,0.74,18061.67,0.71,2020-02-24,8:34:00,12:19:00,13500.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.043,N,24.96424,-80.5673321,,6.1,3.39,9.06,12.14,L,,yes
218,set006-2-24-2020-A2_218.txt,T1,A-2,A,2,6,0.0,0.0,1.26,0.0,0.0,0.0,2510.39,0.0,2020-02-24,8:34:00,09:13:00,2340.0,M,Key Largo,Key Largo,JP,C. corindum,Y,B,,0.046,N,25.1284578,-80.4080913,,5.94,3.04,8.7,11.56,L,,yes
420,set006-2-24-2020-A2_420.txt,T1,A-2,A,2,6,0.56,2255.44,3.14,0.0,2252.88,0.98,2289.87,0.82,2020-02-24,9:15:00,09:52:00,2220.0,F,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.079,Y,25.1820931,-80.36319379999998,211.0,7.02,3.06,7.35,10.48,L,wings torn at the end,yes
7,set006-2-24-2020-A2_7.txt,T1,A-2,A,2,6,0.46,40821.69,17696.7,106.25,35892.42,1.0,40957.71,0.68,2020-02-24,9:54:00,21:16:42,40962.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.064,N,24.96424,-80.5673321,8.0,8.19,3.64,9.3,13.02,L,,yes
110,set006-2-24-2020-A3_110.txt,T1,A-3,A,3,6,0.21,566.36,7.54,0.0,546.88,0.24,2381.75,0.36,2020-02-24,13:36:00,14:11:00,2100.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.028,N,24.96424,-80.5673321,,5.61,2.7,7.2,9.96,L,,yes
16,set006-2-24-2020-A3_16.txt,T1,A-3,A,3,6,0.0,0.0,0.0,0.0,0.0,0.0,2182.79,0.0,2020-02-24,9:55:00,10:29:00,2040.0,F,Key Largo,Key Largo,JP,C. corindum,N,,,0.045,N,25.1284578,-80.4080913,1.0,6.33,3.33,8.78,12.13,L,,yes
