ID,filename,trial_type,chamber,channel_letter,channel_num,set_number,average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,recording_duration,max_speed,test_date,time_start,time_end,duration_check,sex,population,county,site,host_plant,flew,flight_type,NOTES,mass,EWM,latitude,longitude,total_eggs,beak,thorax,wing,body,w_morph,morph_notes,tested
206,set006-2-24-2020-A3_206.txt,T1,A-3,A,3,6,0.0,0.0,0.0,0.0,0.0,0.0,2203.91,0.0,2020-02-24,11:07:00,11:42:00,2100.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.038,N,24.96424,-80.5673321,,5.51,2.82,7.41,10.82,L,,yes
256,set006-2-24-2020-A3_256.txt,T1,A-3,A,3,6,0.0,0.0,0.0,0.0,0.0,0.0,2233.03,0.0,2020-02-24,9:18:00,09:52:00,2040.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.034,N,25.491362,-80.485821,,5.19,2.61,6.48,9.3,L,,yes
281,set006-2-24-2020-A3_281.txt,T1,A-3,A,3,6,0.25,48.91,12.57,0.0,25.77,0.01,6708.23,0.33,2020-02-24,11:45:00,12:19:00,2040.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,B,,0.03,N,28.7963435,-81.8778849,,5.14,2.72,6.94,9.98,L,,yes
416,set006-2-24-2020-A3_416.txt,T1,A-3,A,3,6,0.34,57.11,17.59,0.0,49.35,0.02,2286.71,0.47,2020-02-24,14:16:00,14:50:00,2040.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.034,N,25.1820931,-80.36319379999998,,5.78,3.0,8.35,11.27,L,,yes
419,set006-2-24-2020-A3_419.txt,T1,A-3,A,3,6,0.0,0.0,0.63,0.0,0.0,0.0,2588.99,0.0,2020-02-24,8:35:00,09:14:00,2340.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.037000000000000005,N,25.1820931,-80.36319379999998,,6.09,3.08,8.05,11.21,L,wings torn at the end,yes
8,set006-2-24-2020-A3_8.txt,T1,A-3,A,3,6,0.0,0.0,0.0,0.0,0.0,0.0,1867.23,0.0,2020-02-24,14:54:00,15:25:00,1860.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.109,Y,24.96424,-80.5673321,92.0,8.39,3.54,9.38,13.09,L,,yes
81,set006-2-24-2020-A3_81.txt,T1,A-3,A,3,6,0.0,0.0,0.0,0.0,0.0,0.0,2203.27,0.0,2020-02-24,10:30:00,11:05:00,2100.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.038,N,29.66200224,-82.347313,,6.03,3.36,8.9,12.29,L,,yes
118,set006-2-24-2020-A4_118.txt,T1,A-4,A,4,6,0.19,0.0,3.14,0.0,0.0,0.0,2028.31,0.0,2020-02-24,13:39:00,14:11:00,1920.0,M,Key Largo,Key Largo,JP,C. corindum,N,,,0.04,N,25.1284578,-80.4080913,,5.57,3.01,8.53,11.47,L,,yes
262,set006-2-24-2020-A4_262.txt,T1,A-4,A,4,6,0.19,11411.52,2127.42,0.0,11411.52,0.63,18187.67,0.91,2020-02-24,8:36:00,12:19:00,13380.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,C,SENSOR: sudden drop to 1/2 voltage (baseline @ 2 V),0.037000000000000005,N,27.298631,-81.36615,,5.41,2.99,8.3,11.21,L,,yes
146,set006-2-24-2020-B1_146.txt,T1,B-1,B,1,6,0.0,0.0,0.0,0.0,0.0,0.0,2225.79,0.0,2020-02-24,10:31:00,11:05:00,2040.0,M,North Key Largo,North Key Largo,Dynamite Docks,C. corindum,N,,,0.029,N,25.286747,-80.290592,,5.42,2.7,7.2,10.15,L,wings torn at the end,yes
158,set006-2-24-2020-B1_158.txt,T1,B-1,B,1,6,0.0,0.0,0.0,0.0,0.0,0.0,2253.47,0.0,2020-02-24,9:19:00,09:52:00,1980.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.024,N,25.491362,-80.485821,,5.27,2.55,7.03,9.72,L,,yes
187,set006-2-24-2020-B1_187.txt,T1,B-1,B,1,6,0.0,0.0,0.0,0.0,0.0,0.0,2128.79,0.0,2020-02-24,9:56:00,10:29:00,1980.0,F,Leesburg,Lake,Mount & 8th,K.elegans,N,,,0.117,Y,28.7963435,-81.8778849,196.0,6.14,3.66,8.79,12.14,L,,yes
217,set006-2-24-2020-B1_217.txt,T1,B-1,B,1,6,0.0,0.0,0.0,0.0,0.0,0.0,2205.51,0.0,2020-02-24,11:08:00,11:42:00,2040.0,F,Key Largo,Key Largo,JP,C. corindum,N,,,0.107,Y,25.1284578,-80.4080913,81.0,8.1,3.79,9.83,13.54,L,,yes
250,set006-2-24-2020-B1_250.txt,T1,B-1,B,1,6,0.23,7.02,2.51,0.0,7.02,0.0,2301.27,0.2,2020-02-24,8:40:00,09:14:00,2040.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.04,N,25.1820931,-80.36319379999998,,5.79,3.06,8.16,11.14,L,,yes
34,set006-2-24-2020-B1_34.txt,T1,B-1,B,1,6,0.28,4556.64,1226.44,0.0,4537.73,0.72,6337.55,0.42,2020-02-24,13:40:00,15:25:00,6300.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,C,,0.046,N,25.2565615,-80.3108042,,6.21,3.25,8.58,11.64,L,,yes
417,set006-2-24-2020-B1_417.txt,T1,B-1,B,1,6,0.29,635.56,3.14,0.0,632.87,0.09,6812.55,0.35,2020-02-24,11:46:00,12:19:00,1980.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.037000000000000005,N,25.1820931,-80.36319379999998,,6.07,2.82,7.53,10.73,L,,yes
124,set006-2-24-2020-B2_124.txt,T1,B-2,B,2,6,0.25,70.65,15.08,0.0,46.64,0.03,2176.19,0.44,2020-02-24,11:09:00,11:42:00,1980.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.04,N,25.1820931,-80.36319379999998,,6.44,3.09,8.24,11.42,L,,yes
205,set006-2-24-2020-B2_205.txt,T1,B-2,B,2,6,0.23,1236.49,6.28,0.0,1224.14,0.18,6795.23,0.37,2020-02-24,11:47:00,12:19:00,1920.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,B,,0.039,N,24.9735748,-80.5539224,,5.81,2.96,8.47,11.75,L,wings torn at the end,yes
240,set006-2-24-2020-B2_240.txt,T1,B-2,B,2,6,0.0,0.0,0.0,0.0,0.0,0.0,2267.71,0.0,2020-02-24,10:32:00,11:05:00,1980.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,B,,0.039,N,25.1755702,-80.36780089,,6.16,3.2,8.37,11.71,L,,yes
259,set006-2-24-2020-B2_259.txt,T1,B-2,B,2,6,0.3,1246.64,10.05,0.0,674.56,0.56,2229.87,0.42,2020-02-24,13:40:00,14:11:00,1860.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,,0.032,N,25.491362,-80.485821,,5.19,2.68,7.12,9.99,L,,yes
390,set006-2-24-2020-B2_390.txt,T1,B-2,B,2,6,0.0,0.0,0.0,0.0,0.0,0.0,2103.27,0.0,2020-02-24,9:57:00,10:29:00,1920.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.049,Y,24.96424,-80.5673321,133.0,7.26,2.99,6.67,10.01,LS,,yes
405,set006-2-24-2020-B2_405.txt,T1,B-2,B,2,6,0.0,0.0,0.0,0.0,0.0,0.0,2275.63,0.0,2020-02-24,9:20:00,09:52:00,1920.0,F,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.064,Y,24.96424,-80.5673321,68.0,6.37,2.99,7.4,10.73,L,wings torn at the end,yes
47,set006-2-24-2020-B2_47.txt,T1,B-2,B,2,6,0.37,27759.02,10115.0,0.0,27707.54,1.0,27828.11,0.5,2020-02-24,14:17:00,22:00:57,27837.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,C,,0.059,N,25.491362,-80.485821,53.0,7.83,3.4,8.98,12.67,L,,yes
72,set006-2-24-2020-B2_72.txt,T1,B-2,B,2,6,0.61,0.0,1.88,0.0,0.0,0.0,2345.91,0.71,2020-02-24,8:40:00,09:14:00,2040.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,B,,0.044,N,28.7963435,-81.8778849,,5.89,3.32,8.37,11.7,L,,yes
103,set006-2-24-2020-B3_103.txt,T1,B-3,B,3,6,0.26,0.0,3.14,0.0,0.0,0.0,2118.99,0.16,2020-02-24,9:58:00,10:29:00,1860.0,F,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.05,N,24.9735748,-80.5539224,,8.26,3.53,9.0,12.53,L,,yes
13,set006-2-24-2020-B3_13.txt,T1,B-3,B,3,6,0.22,52.31,3.77,0.0,46.44,0.02,2444.71,0.3,2020-02-24,14:55:00,15:35:00,2400.0,F,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.131,Y,25.1000151,-80.437522,296.0,6.99,3.69,9.2,13.11,L,wings torn at the end,yes
2,set006-2-24-2020-B3_2.txt,T1,B-3,B,3,6,0.0,0.0,0.0,0.0,0.0,0.0,2409.99,0.0,2020-02-24,8:40:00,09:14:00,2040.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.037000000000000005,N,24.9735748,-80.5539224,,5.64,3.12,7.88,11.09,L,,yes
230,set006-2-24-2020-B3_230.txt,T1,B-3,B,3,6,0.2,612.65,10.68,0.0,565.49,0.26,2333.51,0.32,2020-02-24,10:33:00,11:05:00,1920.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,,0.039,N,25.19515,-80.345916,,5.78,2.94,7.97,11.14,L,,yes
233,set006-2-24-2020-B3_233.txt,T1,B-3,B,3,6,0.0,0.0,0.0,0.0,0.0,0.0,2116.03,0.0,2020-02-24,11:10:00,11:42:00,1920.0,F,North Key Largo,North Key Largo,Carysfort,C. corindum,N,,,0.066,Y,25.2565615,-80.3108042,23.0,6.39,2.88,7.56,10.7,L,,yes
411,set006-2-24-2020-B3_411.txt,T1,B-3,B,3,6,0.18,18.1,6.28,0.0,7.8,0.01,2123.27,0.24,2020-02-24,14:19:00,14:50:00,1860.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.036000000000000004,N,25.1820931,-80.36319379999998,,6.08,2.98,7.63,10.7,L,,yes
415,set006-2-24-2020-B3_415.txt,T1,B-3,B,3,6,0.17,1556.72,245.67,0.0,1556.72,0.17,9071.87,0.34,2020-02-24,11:47:00,12:19:00,1920.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,CB,,0.042,N,25.1820931,-80.36319379999998,,6.12,3.1,8.56,11.66,L,,yes
43,set006-2-24-2020-B3_43.txt,T1,B-3,B,3,6,0.0,0.0,0.0,0.0,0.0,0.0,2246.55,0.0,2020-02-24,9:20:00,09:52:00,1920.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.062,Y,25.491362,-80.485821,54.0,6.14,2.95,7.81,11.09,L,,yes
403,set006-2-24-2020-B4_403.txt,T1,B-4,B,4,6,0.25,35743.59,8826.99,0.0,35743.59,0.74,48021.99,0.51,2020-02-24,8:40:00,18:38:24,35904.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.054000000000000006,N,24.96424,-80.5673321,8.0,6.17,3.16,8.55,11.85,L,,yes
201,set007-2-25-2020-A1_201.txt,T1,A-1,A,1,7,0.36,10380.99,3338.16,0.0,9856.02,1.0,10422.43,0.54,2020-02-25,8:05:00,10:59:00,10440.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,C,,0.035,N,24.9735748,-80.5539224,,5.72,3.05,8.13,11.52,L,,yes
246,set007-2-25-2020-A1_246.txt,T1,A-1,A,1,7,0.0,0.0,0.0,0.0,0.0,0.0,1766.35,0.0,2020-02-25,11:00:00,11:30:00,1800.0,F,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.133,Y,25.1820931,-80.36319379999998,155.0,8.15,4.04,10.52,14.5,L,,yes
394,set007-2-25-2020-A1_394.txt,T1,A-1,A,1,7,0.42,36982.67,14887.57,0.0,36982.67,1.0,37047.19,0.61,2020-02-25,11:30:00,21:46:50,37010.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.026,N,24.96424,-80.5673321,,6.09,2.68,7.57,10.67,L,,yes
188,set007-2-25-2020-A2_188.txt,T1,A-2,A,2,7,0.15,790.22,2.51,0.0,784.08,0.36,2170.43,0.21,2020-02-25,14:55:00,15:28:00,1980.0,F,Leesburg,Lake,Mount & 8th,K.elegans,N,,,0.05,Y,28.7963435,-81.8778849,148.0,6.17,2.97,8.04,11.35,L,,yes
222,set007-2-25-2020-A2_222.txt,T1,A-2,A,2,7,0.0,0.0,0.63,0.0,0.0,0.0,2124.79,0.0,2020-02-25,13:42:00,14:16:00,2040.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.146,Y,25.273488500000006,-80.3040957,330.0,7.61,3.82,9.8,13.86,L,,yes
237,set007-2-25-2020-A2_237.txt,T1,A-2,A,2,7,0.0,0.0,0.0,0.0,0.0,0.0,2269.31,0.0,2020-02-25,8:42:00,09:18:00,2160.0,F,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,N,,,0.07200000000000001,Y,25.1755702,-80.36780089,59.0,8.51,3.67,9.15,12.95,l,,yes
346,set007-2-25-2020-A2_346.txt,T1,A-2,A,2,7,0.19,12.13,4.4,0.0,12.13,0.01,2227.67,0.27,2020-02-25,8:05:00,08:37:00,1920.0,F,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.179,Y,25.2275238,-80.3283788,75.0,8.09,3.81,9.85,14.05,LS,,yes
382,set007-2-25-2020-A2_382.txt,T1,A-2,A,2,7,0.21,14898.35,2889.55,0.0,14898.35,0.95,15650.87,0.4,2020-02-25,9:20:00,13:39:00,15540.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.034,N,24.96424,-80.5673321,,5.63,2.77,7.55,10.32,L,,yes
383,set007-2-25-2020-A2_383.txt,T1,A-2,A,2,7,0.38,16490.27,6064.98,0.0,10748.15,0.73,22624.59,0.61,2020-02-25,15:30:00,18:30:38,10838.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.05,N,24.96424,-80.5673321,,6.3,3.31,8.78,11.97,L,,yes
59,set007-2-25-2020-A2_59.txt,T1,A-2,A,2,7,0.0,0.0,0.63,0.0,0.0,0.0,2168.27,0.0,2020-02-25,14:20:00,14:52:00,1920.0,F,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.08900000000000001,Y,27.298631,-81.36615,56.0,6.06,3.2,9.63,12.74,L,,yes
184,set007-2-25-2020-A3_184.txt,T1,A-3,A,3,7,0.21,74.69,16.34,0.0,25.24,0.03,2171.95,0.31,2020-02-25,14:20:00,14:52:00,1920.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,B,,0.027000000000000003,N,28.7963435,-81.8778849,,5.35,2.92,7.45,10.24,L,,yes
209,set007-2-25-2020-A3_209.txt,T1,A-3,A,3,7,0.31,9179.05,2601.79,0.0,9179.05,0.96,9541.23,0.56,2020-02-25,9:21:00,11:59:00,9480.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.038,N,24.96424,-80.5673321,,5.99,2.96,7.84,10.83,L,,yes
235,set007-2-25-2020-A3_235.txt,T1,A-3,A,3,7,0.28,15.22,5.03,0.0,15.22,0.01,2211.39,0.43,2020-02-25,8:43:00,09:18:00,2100.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,B,,0.039,N,25.2565615,-80.3108042,,5.58,3.11,8.65,11.52,L,,yes
25,set007-2-25-2020-A3_25.txt,T1,A-3,A,3,7,0.27,1716.75,450.49,0.0,1716.75,0.63,2736.31,0.5,2020-02-25,12:00:00,12:31:00,1860.0,F,North Key Largo,North Key Largo,DD front,C. corindum,Y,C,,0.052000000000000005,N,25.273488500000006,-80.3040957,,8.03,3.42,9.08,12.77,L,,yes
263,set007-2-25-2020-A3_263.txt,T1,A-3,A,3,7,0.0,0.0,0.63,0.0,0.0,0.0,2140.95,0.0,2020-02-25,13:44:00,14:16:00,1920.0,F,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.061,N,27.298631,-81.36615,,8.01,3.46,9.39,12.63,L,,yes
30,set007-2-25-2020-A3_30.txt,T1,A-3,A,3,7,0.24,1252.37,5.03,0.0,1246.94,0.59,2137.31,0.38,2020-02-25,14:56:00,15:28:00,1920.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.091,Y,25.19515,-80.345916,278.0,7.56,3.26,8.18,11.71,L,,yes
339,set007-2-25-2020-A3_339.txt,T1,A-3,A,3,7,0.16,0.0,1.88,0.0,0.0,0.0,1949.63,0.0,2020-02-25,15:30:00,16:03:00,1980.0,F,North Key Largo,North Key Largo,Carysfort,C. corindum,N,,,,,25.2565615,-80.3108042,49.0,7.84,3.49,9.01,12.59,L,,yes
53,set007-2-25-2020-A3_53.txt,T1,A-3,A,3,7,0.27,40.83,13.19,0.0,16.14,0.02,2297.03,0.41,2020-02-25,8:05:00,08:37:00,1920.0,F,Lake Placid,Highlands,110N Main,K.elegans,Y,B,,0.106,Y,27.298631,-81.36615,22.0,8.31,3.71,9.77,13.61,L,,yes
266,set007-2-25-2020-A4_266.txt,T1,A-4,A,4,7,0.0,0.0,0.0,0.0,0.0,0.0,2152.43,0.0,2020-02-25,8:44:00,09:18:00,2040.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,B,,0.03,N,27.298631,-81.36615,,5.17,2.76,7.84,10.65,L,,yes
349,set007-2-25-2020-A4_349.txt,T1,A-4,A,4,7,0.24,0.0,1.88,0.0,0.0,0.0,2364.23,0.0,2020-02-25,8:05:00,08:37:00,1920.0,M,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.036000000000000004,N,25.2275238,-80.3283788,,5.47,2.92,8.29,11.29,L,,yes
42,set007-2-25-2020-A4_42.txt,T1,A-4,A,4,7,0.42,652.76,263.89,170.4,482.36,0.29,2223.99,0.54,2020-02-25,9:22:00,09:56:00,2040.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,,0.069,N,25.491362,-80.485821,1.0,7.7,3.53,9.43,12.83,L,,yes
48,set007-2-25-2020-A4_48.txt,T1,A-4,A,4,7,0.28,23.62,6.91,0.0,22.63,0.01,1920.0,0.73,2020-02-25,15:31:00,16:03:00,1920.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,,,25.491362,-80.485821,2.0,6.05,3.37,8.45,11.71,L,wings torn at the end,yes
56,set007-2-25-2020-A4_56.txt,T1,A-4,A,4,7,0.36,16823.15,5303.48,101.45,10072.63,0.84,19945.3,0.83,2020-02-25,9:57:00,15:28:00,19860.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,C,,0.036000000000000004,N,27.298631,-81.36615,,5.85,2.98,8.35,11.53,L,,yes
260,set007-2-25-2020-B1_260.txt,T1,B-1,B,1,7,0.0,0.0,0.0,0.0,0.0,0.0,2250.39,0.0,2020-02-25,8:45:00,09:18:00,1980.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.026,N,25.491362,-80.485821,,4.98,2.49,6.24,8.84,L,,yes
282,set007-2-25-2020-B1_282.txt,T1,B-1,B,1,7,0.28,41910.43,11391.71,217.9,35009.78,0.92,45400.51,0.56,2020-02-25,9:23:00,19:14:01,35461.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,C,,0.034,N,28.7963435,-81.8778849,,5.72,3.1,8.59,11.72,L,,yes
439,set007-2-25-2020-B1_439.txt,T1,B-1,B,1,7,0.3,1087.49,5.65,0.0,1079.98,0.48,2259.07,0.33,2020-02-25,8:07:00,08:37:00,1800.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,B,,0.033,N,25.273488500000006,-80.3040957,,5.68,2.78,7.72,10.29,L,,yes
161,set007-2-25-2020-B2_161.txt,T1,B-2,B,2,7,0.27,23530.8,6072.52,0.0,23530.8,0.98,23902.63,0.46,2020-02-25,9:24:00,16:03:00,23940.0,F,Lake Placid,Highlands,110N Main,K.elegans,Y,C,,0.066,N,27.298631,-81.36615,18.0,6.55,3.27,9.44,12.93,L,,yes
314,set007-2-25-2020-B2_314.txt,T1,B-2,B,2,7,0.0,0.0,0.0,0.0,0.0,0.0,2227.15,0.0,2020-02-25,8:46:00,09:18:00,1920.0,F,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.07,Y,25.1000151,-80.437522,92.0,7.92,3.47,9.99,13.92,L,thorax torn on one side,yes
93,set007-2-25-2020-B2_93.txt,T1,B-2,B,2,7,0.19,13.93,4.4,0.0,13.93,0.01,2291.19,0.3,2020-02-25,8:07:00,08:37:00,1800.0,F,North Key Largo,North Key Largo,Dynamite Docks,C. corindum,N,,,0.053,N,25.286747,-80.290592,1.0,7.19,3.32,8.56,12.21,L,,yes
215,set007-2-25-2020-B3_215.txt,T1,B-3,B,3,7,0.24,43288.94,10109.35,0.0,43288.94,1.0,43345.51,0.39,2020-02-25,9:58:00,22:01:09,43389.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,C,,0.048,N,25.1000151,-80.437522,,6.16,3.09,8.38,11.5,L,,yes
310,set007-2-25-2020-B3_310.txt,T1,B-3,B,3,7,0.3,250.92,77.28,240.44,240.44,0.11,2360.35,0.59,2020-02-25,8:07:00,08:37:00,1800.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.045,N,24.96424,-80.5673321,,6.12,2.94,8.0,11.0,L,,yes
413,set007-2-25-2020-B3_413.txt,T1,B-3,B,3,7,0.0,0.0,0.0,0.0,0.0,0.0,2035.15,0.0,2020-02-25,9:25:00,09:56:00,1860.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.049,N,25.1820931,-80.36319379999998,,5.99,3.26,8.25,11.39,L,,yes
99,set007-2-25-2020-B3_99.txt,T1,B-3,B,3,7,0.0,0.0,0.0,0.0,0.0,0.0,2168.95,0.0,2020-02-25,8:47:00,09:18:00,1860.0,M,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.03,N,25.2275238,-80.3283788,,5.58,2.77,7.22,10.02,L,,yes
192,set007-2-25-2020-B4_192.txt,T1,B-4,B,4,7,0.0,0.0,0.0,0.0,0.0,0.0,1763.71,0.0,2020-02-25,12:00:00,12:30:00,1800.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.054000000000000006,N,29.66200224,-82.347313,,6.3,3.33,8.29,11.49,L,wings torn at the end,yes
254,set007-2-25-2020-B4_254.txt,T1,B-4,B,4,7,0.24,36.63,3.14,0.0,33.05,0.02,2130.67,0.39,2020-02-25,14:57:00,15:28:00,1860.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,,0.071,Y,25.491362,-80.485821,82.0,6.21,3.04,8.11,11.33,L,,yes
327,set007-2-25-2020-B4_327.txt,T1,B-4,B,4,7,0.0,0.0,1.26,0.0,0.0,0.0,2190.15,0.0,2020-02-25,14:20:00,14:52:00,1920.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.078,Y,25.273488500000006,-80.3040957,225.0,6.9,3.05,7.79,11.22,L,,yes
342,set007-2-25-2020-B4_342.txt,T1,B-4,B,4,7,0.22,574.89,120.01,0.0,550.49,0.31,1868.87,0.46,2020-02-25,15:32:00,16:03:00,1860.0,F,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,CB,,,,25.1755702,-80.36780089,1.0,7.53,3.27,8.13,12.13,L,,yes
38,set007-2-25-2020-B4_38.txt,T1,B-4,B,4,7,0.23,8585.5,1935.79,0.0,8585.5,0.78,10947.91,0.36,2020-02-25,8:48:00,11:37:00,10140.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,C,,0.04,N,25.1755702,-80.36780089,,5.72,2.82,7.46,10.43,L,,yes
428,set007-2-25-2020-B4_428.txt,T1,B-4,B,4,7,0.0,0.0,0.0,0.0,0.0,0.0,2699.95,0.0,2020-02-25,12:30:00,13:00:00,1800.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.06,Y,25.19515,-80.345916,148.0,6.35,3.03,7.38,10.93,L,,yes
46,set007-2-25-2020-B4_46.txt,T1,B-4,B,4,7,0.17,779.57,3.77,0.0,769.28,0.37,2093.71,0.22,2020-02-25,13:46:00,14:16:00,1800.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,,0.033,N,25.491362,-80.485821,,5.14,2.55,7.08,9.77,L,,yes
87,set007-2-25-2020-B4_87.txt,T1,B-4,B,4,7,0.27,24.59,8.8,0.0,15.31,0.01,2413.07,0.38,2020-02-25,8:07:00,08:37:00,1800.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,Y,B,,0.032,N,29.66200224,-82.347313,,5.65,3.05,8.35,11.34,L,,yes
168,set008-2-26-2020-A1_168.txt,T1,A-1,A,1,8,0.14,0.0,1.88,0.0,0.0,0.0,2028.63,0.0,2020-02-26,9:05:00,09:35:00,1800.0,F,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.052000000000000005,N,27.298631,-81.36615,,7.38,3.4,9.21,12.73,L,,yes
212,set008-2-26-2020-A1_212.txt,T1,A-1,A,1,8,0.4,44585.41,17371.87,123.97,44461.44,1.0,44661.35,0.57,2020-02-26,9:40:00,22:02:33,44553.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,C,,0.033,N,25.1000151,-80.437522,,6.11,3.01,8.43,11.32,L,,yes
136,set008-2-26-2020-A2_136.txt,T1,A-2,A,2,8,0.37,26780.21,9792.68,0.0,26780.21,0.6,44509.11,0.51,2020-02-26,9:41:00,17:07:41,26801.0,F,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,C,,0.051,Y,25.1755702,-80.36780089,117.0,7.58,3.32,8.58,12.21,L,,yes
96,set008-2-26-2020-A2_96.txt,T1,A-2,A,2,8,0.0,0.0,0.0,0.0,0.0,0.0,2180.87,0.0,2020-02-26,9:05:00,09:35:00,1800.0,F,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.098,Y,25.2275238,-80.3283788,5.0,8.18,3.48,8.57,12.28,L,,yes
193,set008-2-26-2020-A3_193.txt,T1,A-3,A,3,8,0.0,0.0,0.0,0.0,0.0,0.0,2208.51,0.0,2020-02-26,13:38:00,14:09:00,1860.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.039,N,29.66200224,-82.347313,,5.73,3.1,6.99,10.13,L,wings torn at the end,yes
211,set008-2-26-2020-A3_211.txt,T1,A-3,A,3,8,0.0,0.0,0.0,0.0,0.0,0.0,2100.83,0.0,2020-02-26,15:54:00,16:30:00,2160.0,F,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.056,N,25.1000151,-80.437522,156.0,7.7,3.36,9.15,12.65,L,,yes
225,set008-2-26-2020-A3_225.txt,T1,A-3,A,3,8,0.46,2720.94,1172.41,210.54,2456.25,0.56,4882.51,0.94,2020-02-26,10:20:00,11:10:00,3000.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,C,,0.038,N,25.273488500000006,-80.3040957,,5.34,2.93,7.63,10.63,L,,yes
316,set008-2-26-2020-A3_316.txt,T1,A-3,A,3,8,0.34,881.17,295.3,0.0,881.17,0.45,1959.07,0.57,2020-02-26,14:46:00,15:18:00,1920.0,M,Key Largo,Key Largo,JP,C. corindum,Y,B,,0.036000000000000004,N,25.1284578,-80.4080913,,6.97,3.18,8.55,11.66,L,wings torn at the end,yes
