ID,died?,chamber,set_number,test_date,time_start,time_end,next_day?,population,flew,flight_type,mass,eggs,NOTES,trial_type
90,,A-3,8,2.26.2020,14:13:00,14:45:00,,Gainesville,Y,B,0.033,N,,T1
119,,A-4,8,2.26.2020,14:14:00,14:45:00,,Key Largo,Y,B,0.043,N,,T1
3,,B-2,8,2.26.2020,14:15:00,14:45:00,,Plantation Key,Y,B,0.048,N,,T1
316,,A-3,8,2.26.2020,14:46:00,15:18:00,,Key Largo,Y,B,0.036,N,,T1
344,,A-4,8,2.26.2020,14:47:00,15:18:00,,North Key Largo,N,,0.040,N,,T1
359,,B-2,8,2.26.2020,14:48:00,15:18:00,,North Key Largo,Y,B,0.026,N,,T1
388,,A-3,8,2.26.2020,15:19:00,15:53:00,,Plantation Key,Y,B,0.051,N,,T1
421,,A-4,8,2.26.2020,15:20:00,15:53:00,,North Key Largo,Y,B,0.044,N,,T1
249,,B-2,8,2.26.2020,15:21:00,19:37:33,Y,North Key Largo,Y,C,0.043,N,,T1
211,,A-3,8,2.26.2020,15:54:00,16:30:00,,Key Largo,N,,0.056,N,,T1
140,,A-4,8,2.26.2020,15:55:00,16:30:00,,North Key Largo,Y,,0.090,N,,T1
108,,A-1,9,2.27.2020,8:13:00,08:50:00,,Plantation Key,N,,0.048,N,,T1
210,,A-2,9,2.27.2020,8:14:00,10:40:00,,Plantation Key,Y,C,0.047,N,,T1
245,,A-3,9,2.27.2020,8:15:00,08:50:00,,North Key Largo,N,,0.035,N,,T1
384,,A-4,9,2.27.2020,8:15:00,08:50:00,,Plantation Key,Y,B,0.031,N,,T1
315,,B-1,9,2.27.2020,8:16:00,08:50:00,,Key Largo,Y,CB,0.032,N,,T1
358,,B-3,9,2.27.2020,8:17:00,08:50:00,,North Key Largo,N,,0.029,N,,T1
424,,B-4,9,2.27.2020,8:18:00,08:50:00,,North Key Largo,Y,CB,0.060,N,,T1
18,,A-1,9,2.27.2020,8:54:00,22:11:41,Y,Key Largo,Y,C,0.043,N,DATA COL: was still flying but took down (thought 24 hours was the limit),T1
131,,A-3,9,2.27.2020,8:55:00,22:00:51,Y,North Key Largo,Y,C,0.040,N,,T1
26,,A-4,9,2.27.2020,8:56:00,09:32:00,,North Key Largo,Y,B,0.039,N,SENSOR: A-4 having sporadic readings,T1
29,,B-1,9,2.27.2020,8:58:00,09:32:00,,North Key Largo,N,,0.048,Y,,T1
49,,B-2,9,2.27.2020,8:59:00,09:32:00,,Homestead,N,,0.052,N,,T1
400,,B-3,9,2.27.2020,9:00:00,09:32:00,,Key Largo,N,,0.045,N,,T1
357,,B-4,9,2.27.2020,9:01:00,09:32:00,,North Key Largo,Y,B,0.028,N,,T1
353,,A-4,9,2.27.2020,9:36:00,11:36:00,,North Key Largo,Y,C,0.038,N,,T1
438,,B-1,9,2.27.2020,9:37:00,22:03:45,Y,North Key Largo,Y,BC,0.069,N,,T1
429,,B-2,9,2.27.2020,9:38:00,10:17:00,,North Key Largo,N,,0.079,Y,,T1
10,,B-3,9,2.27.2020,9:39:00,10:17:00,,Plantation Key,Y,B,0.057,N,,T1
303,,B-4,9,2.27.2020,9:40:00,13:15:00,,Plantation Key,Y,C,0.042,N,,T1
232,,B-2,9,2.27.2020,10:18:00,10:40:00,,North Key Largo,N,,0.048,N,,T1
135,,B-3,9,2.27.2020,10:19:00,10:40:00,,North Key Largo,N,,0.132,Y,,T1
137,,A-2,9,2.27.2020,10:42:00,14:54:00,,North Key Largo,Y,C,0.048,N,,T1
98,,B-2,9,2.27.2020,10:43:00,11:13:00,,North Key Largo,N,,0.033,N,,T1
345,,B-3,9,2.27.2020,10:44:00,11:13:00,,North Key Largo,N,,0.082,Y,,T1
197,,B-2,9,2.27.2020,11:13:00,11:43:00,,Gainesville,N,,0.030,N,,T1
350,,B-3,9,2.27.2020,11:14:00,18:00:00,,North Key Largo,Y,BC,0.030,N,DATA COL: taken down before Ana left but time not written down,T1
183,,A-4,9,2.27.2020,11:46:00,13:18:00,,Leesburg,Y,C,0.033,N,,T1
325,,B-2,9,2.27.2020,11:47:00,12:17:00,,North Key Largo,Y,B,0.046,N,,T1
35,,B-2,9,2.27.2020,13:16:00,13:48:00,,North Key Largo,Y,B,0.032,N,,T1
154,,A-4,9,2.27.2020,13:18:00,13:48:00,,Homestead,N,,0.024,N,,T1
83,,A-1,10,2.28.2020,8:00:00,08:37:00,,Gainesville,N,,0.048,N,,T1
20,,A-2,10,2.28.2020,8:01:00,08:37:00,,Key Largo,Y,B,0.066,N,,T1
313,,A-3,10,2.28.2020,8:02:00,08:37:00,,Key Largo,N,,0.039,N,,T1
24,,A-4,10,2.28.2020,8:03:00,08:37:00,,North Key Largo,Y,B,0.042,N,,T1
236,,B-1,10,2.28.2020,8:04:00,08:37:00,,North Key Largo,Y,B,0.044,N,,T1
22,,B-2,10,2.28.2020,8:05:00,08:37:00,,North Key Largo,N,,0.043,N,,T1
214,,B-3,10,2.28.2020,8:06:00,08:37:00,,Key Largo,Y,B,0.105,N,,T1
57,,B-4,10,2.28.2020,8:07:00,08:37:00,,Lake Placid,N,,0.035,N,,T1
169,,A-1,10,2.28.2020,8:39:00,16:07:00,,Lake Placid,Y,C,0.041,N,,T1
261,,A-2,10,2.28.2020,8:40:00,10:25:00,,Lake Placid,Y,BC,0.039,N,"MARKER: made 261, 391, 261 commented even marker",T1
391,,A-3,10,2.28.2020,8:41:00,09:29:00,,Plantation Key,Y,C,0.053,N,,T1
323,,A-4,10,2.28.2020,8:42:00,10:22:00,,North Key Largo,Y,BC,0.035,N,,T1
293,,B-1,10,2.28.2020,8:43:00,09:16:00,,Gainesville,N,,0.038,N,,T1
247,,B-2,10,2.28.2020,8:44:00,10:22:00,,North Key Largo,Y,BC,0.031,N,,T1
408,,B-3,10,2.28.2020,8:45:00,09:16:00,,Key Largo,N,,0.050,Y,,T1
139,,B-4,10,2.28.2020,8:46:00,15:05:00,,North Key Largo,Y,C,0.040,N,,T1
331,,B-1,10,2.28.2020,9:17:00,10:22:00,,North Key Largo,Y,BC,0.038,N,,T1
301,,B-3,10,2.28.2020,9:18:00,12:16:00,,Plantation Key,Y,C,0.039,N,DATA COL: had to reposition at 9:49,T1
387,,A-3,10,2.28.2020,9:49:00,10:22:00,,Plantation Key,N,,0.095,Y,,T1
97,,A-2,10,2.28.2020,10:26:00,11:04:00,,North Key Largo,N,,0.099,N,,T1
141,,A-3,10,2.28.2020,10:27:00,11:04:00,,North Key Largo,N,,0.061,N,,T1
101,,A-4,10,2.28.2020,10:28:00,11:04:00,,Plantation Key,N,,0.090,N,,T1
324,,B-1,10,2.28.2020,10:29:00,22:54:19,Y,North Key Largo,Y,C,0.036,N,,T1
116,,B-2,10,2.28.2020,10:30:00,11:00:00,,Key Largo,Y,B,0.066,N,,T1
221,,B-2,10,2.28.2020,11:26:00,11:57:00,,North Key Largo,N,,0.090,Y,,T1
333,,A-3,10,2.28.2020,11:26:00,11:57:00,,North Key Largo,Y,B,0.034,N,,T1
113,,A-4,10,2.28.2020,11:26:00,11:57:00,,Key Largo,N,,0.037,N,,T1
330,,A-2,10,2.28.2020,11:26:00,11:57:00,,North Key Largo,Y,B,0.109,Y,,T1
194,,A-2,10,2.28.2020,12:00:00,13:39:00,,Gainesville,Y,C,0.043,N,MARKER: made comment 330 then 194,T1
410,,A-3,10,2.28.2020,12:01:00,16:58:03,Y,Key Largo,Y,C,0.044,N,,T1
54,,A-4,10,2.28.2020,12:02:00,12:36:00,,Lake Placid,N,,0.094,Y,,T1
404,,B-2,10,2.28.2020,12:03:00,13:39:00,,Plantation Key,Y,C,0.032,N,,T1
352,,A-4,10,2.28.2020,12:37:00,13:39:00,,North Key Largo,Y,C,0.029,N,,T1
37,,A-1,11,03.03.2020,8:46:00,09:22:00,,North Key Largo,N,,0.062,Y,,T2
209,,A-2,11,03.03.2020,8:46:00,09:22:00,,Plantation Key,Y,CB,0.040,N,,T2
92,,A-3,11,03.03.2020,8:46:00,09:22:00,,North Key Largo,Y,B,0.138,Y,,T2
123,,A-4,11,03.03.2020,8:46:00,09:22:00,,North Key Largo,N,,0.039,N,,T2
230,,B-1,11,03.03.2020,8:50:00,15:20:00,,North Key Largo,Y,C,0.043,N,,T2
417,,B-2,11,03.03.2020,8:50:00,09:22:00,,North Key Largo,N,,0.034,N,,T2
320,,B-3,11,03.03.2020,8:50:00,09:22:00,,Key Largo,Y,B,0.043,N,,T2
332,,B-4,11,03.03.2020,8:50:00,09:22:00,,North Key Largo,N,,0.034,N,,T2
176,,A-1,11,03.03.2020,9:25:00,10:01:00,,Lake Wales,N,,0.058,Y,,T2
233,,A-2,11,03.03.2020,9:26:00,10:01:00,,North Key Largo,N,,0.064,N,,T2
125,,A-3,11,03.03.2020,9:27:00,10:01:00,,North Key Largo,Y,C,0.041,N,,T2
376,,A-4,11,03.03.2020,9:28:00,10:01:00,,Lake Wales,N,,0.029,N,,T2
187,,B-2,11,03.03.2020,9:29:00,10:01:00,,Leesburg,N,,0.087,Y,,T2
26,,B-3,11,03.03.2020,9:30:00,10:01:00,,North Key Largo,Y,B,0.081,Y,,T2
29,,B-4,11,03.03.2020,9:31:00,10:01:00,,North Key Largo,N,,0.066,Y,,T2
423,,A-1,11,03.03.2020,10:03:00,10:38:00,,North Key Largo,Y,B,0.034,N,,T2
179,,A-2,11,03.03.2020,10:04:00,10:38:00,,Lake Wales,N,,0.082,N,,T2
433,,A-4,11,03.03.2020,10:05:00,10:38:00,,North Key Largo,N,,0.041,N,,T2
18,,B-2,11,03.03.2020,10:06:00,10:38:00,,Key Largo,N,,0.045,N,,T2
262,,B-3,11,03.03.2020,10:07:00,10:38:00,,Lake Placid,N,,0.043,N,,T2
42,,B-4,11,03.03.2020,10:08:00,10:38:00,,Homestead,N,,0.084,N,,T2
102,,A-1,11,03.03.2020,10:40:00,11:16:00,,Plantation Key,Y,B,0.042,N,,T2
81,,A-2,11,03.03.2020,10:41:00,11:16:00,,Gainesville,Y,B,0.047,N,,T2
266,,A-4,11,03.03.2020,10:42:00,11:16:00,,Lake Placid,N,,0.035,N,,T2
295,,B-2,11,03.03.2020,10:43:00,11:16:00,,Gainesville,Y,B,0.031,N,,T2
197,,B-3,11,03.03.2020,10:44:00,11:16:00,,Gainesville,Y,B,0.029,N,,T2
114,,B-4,11,03.03.2020,10:45:00,11:16:00,,Key Largo,N,,0.045,N,,T2
62,,A-1,11,03.03.2020,11:19:00,18:15:16,Y,Lake Wales,Y,C,0.036,N,,T2
69,,A-2,11,03.03.2020,11:19:00,11:54:00,,Lake Wales,Y,B,0.088,N,,T2
152,,A-4,11,03.03.2020,11:20:00,11:54:00,,Homestead,N,,0.033,N,,T2
36,,B-2,11,03.03.2020,11:21:00,22:00:59,Y,North Key Largo,Y,BC,0.044,N,,T2
13,,B-3,11,03.03.2020,11:22:00,11:54:00,,Key Largo,N,,0.116,Y,,T2
396,,B-4,11,03.03.2020,11:23:00,12:10:00,,Key Largo,Y,BC,0.046,N,,T2
196,,A-3,11,03.03.2020,11:55:00,13:44:00,,Gainesville,Y,C,0.036,N,,T2
328,,A-3,11,03.03.2020,11:56:00,12:32:00,,North Key Largo,N,,0.084,Y,,T2
421,,A-4,11,03.03.2020,11:57:00,12:32:00,,North Key Largo,Y,B,0.044,N,,T2
256,,B-3,11,03.03.2020,11:58:00,12:32:00,,Homestead,N,,0.026,N,,T2
155,,A-3,11,03.03.2020,12:34:00,13:09:00,,Homestead,N,,0.066,N,,T2
441,,A-4,11,03.03.2020,12:35:00,13:09:00,,North Key Largo,Y,B,0.063,N,,T2
387,,B-3,11,03.03.2020,12:37:00,13:09:00,,Plantation Key,N,,0.078,Y,,T2
72,,B-4,11,03.03.2020,12:38:00,15:10:00,,Leesburg,Y,C,0.046,N,,T2
136,,A-3,11,03.03.2020,13:12:00,13:44:00,,North Key Largo,Y,B,0.089,Y,,T2
325,,A-4,11,03.03.2020,13:13:00,13:44:00,,North Key Largo,Y,B,0.049,N,,T2
46,,B-3,11,03.03.2020,13:14:00,13:44:00,,Homestead,Y,B,0.032,N,,T2
40,,A-2,11,03.03.2020,13:46:00,15:20:00,,North Key Largo,Y,C,0.036,N,,T2
95,,A-3,11,03.03.2020,13:47:00,14:19:00,,North Key Largo,Y,B,0.043,N,,T2
429,,A-4,11,03.03.2020,13:48:00,14:19:00,,North Key Largo,N,,0.093,Y,,T2
282,,A-1,12,03.04.2020,8:15:00,09:16:00,,Leesburg,Y,C,0.041,N,,T2
281,,A-2,12,03.04.2020,8:15:00,08:47:00,,Leesburg,N,,0.032,N,,T2
351,,A-3,12,03.04.2020,8:15:00,11:20:00,,North Key Largo,Y,C,0.038,N,,T2
316,,A-4,12,03.04.2020,8:15:00,08:47:00,,Key Largo,N,,0.047,N,,T2
77,,B-1,12,03.04.2020,8:15:00,08:47:00,,Leesburg,Y,B,0.034,N,,T2
331,,B-2,12,03.04.2020,8:15:00,08:47:00,,North Key Largo,Y,B,0.042,N,,T2
194,,B-3,12,03.04.2020,8:15:00,08:47:00,,Gainesville,N,,0.049,N,,T2
132,,B-4,12,03.04.2020,8:15:00,08:47:00,,North Key Largo,N,,0.068,Y,,T2
254,,A-2,12,03.04.2020,8:50:00,09:25:00,,Homestead,N,,0.068,Y,,T2
145,,A-4,12,03.04.2020,8:50:00,13:16:00,,North Key Largo,Y,C,0.042,N,,T2
333,,B-1,12,03.04.2020,8:51:00,09:25:00,,North Key Largo,Y,B,0.034,N,,T2
271,,B-2,12,03.04.2020,8:52:00,09:25:00,,Lake Wales,N,,0.080,Y,,T2
193,,B-3,12,03.04.2020,8:53:00,09:25:00,,Gainesville,N,,0.040,N,,T2
98,,B-4,12,03.04.2020,8:54:00,09:25:00,,North Key Largo,N,,0.040,N,,T2
47,,A-1,12,03.04.2020,9:26:00,10:01:00,,Homestead,N,,0.086,Y,,T2
383,,A-2,12,03.04.2020,9:27:00,11:16:00,,Plantation Key,Y,C,0.057,N,,T2
235,,B-1,12,03.04.2020,9:28:00,10:01:00,,North Key Largo,Y,B,0.040,N,,T2
303,,B-2,12,03.04.2020,9:29:00,10:06:00,,Plantation Key,Y,C,0.043,N,DCS: had to reposition to face orthogonal; channel B-2 voltage dropped to 0 around this time,T2
144,,B-3,12,03.04.2020,9:30:00,10:01:00,,North Key Largo,Y,B,0.039,N,,T2
113,,B-4,12,03.04.2020,9:31:00,10:01:00,,Key Largo,N,,0.039,N,,T2
66,,A-1,12,03.04.2020,10:04:00,14:38:00,,Lake Wales,Y,C,0.037,N,,T2
357,,B-1,12,03.04.2020,10:05:00,10:40:00,,North Key Largo,N,,0.031,N,,T2
407,,B-2,12,03.04.2020,10:06:00,10:40:00,,Key Largo,N,,0.056,N,,T2
415,,B-3,12,03.04.2020,10:07:00,22:07:43,Y,North Key Largo,Y,C,0.042,N,,T2
96,,B-4,12,03.04.2020,10:09:00,10:40:00,,North Key Largo,N,,0.104,N,,T2
404,,B-1,12,03.04.2020,10:41:00,13:03:00,,Plantation Key,Y,BC,0.035,N,,T2
44,,B-2,12,03.04.2020,10:42:00,11:17:00,,Homestead,Y,B,0.066,N,,T2
12,,B-4,12,03.04.2020,10:43:00,11:17:00,,Key Largo,N,,0.138,Y,,T2
232,,A-2,12,03.04.2020,11:18:00,19:07:19,Y,North Key Largo,Y,C,0.044,N,,T2
239,,B-2,12,03.04.2020,11:19:00,11:54:00,,North Key Largo,Y,B,0.037,N,,T2
215,,B-4,12,03.04.2020,11:20:00,17:20:34,Y,Key Largo,Y,C,0.045,N,SENSOR: voltage problem; stopped recording dips,T2
412,,A-3,12,03.04.2020,11:20:00,14:12:00,,North Key Largo,Y,C,0.036,N,,T2
133,,B-2,12,03.04.2020,11:55:00,12:29:00,,North Key Largo,N,,0.099,Y,,T2
334,,B-2,12,03.04.2020,12:31:00,13:01:00,,North Key Largo,Y,B,0.060,N,,T2
226,,B-2,12,03.04.2020,13:02:00,13:35:00,,North Key Largo,Y,B,0.064,N,,T2
356,,B-1,12,03.04.2020,13:05:00,13:35:00,,North Key Largo,N,,0.040,N,,T2
83,,A-4,12,03.04.2020,13:36:00,14:11:00,,Gainesville,N,,0.059,N,,T2
308,,B-1,12,03.04.2020,13:38:00,14:45:00,,Plantation Key,Y,C,0.088,N,,T2
375,,B-2,12,03.04.2020,13:39:00,14:11:00,,Lake Wales,N,,0.078,Y,,T2
301,,A-3,12,03.04.2020,14:12:00,14:45:00,,Plantation Key,N,,0.049,N,,T2
416,,A-4,12,03.04.2020,14:13:00,14:45:00,,North Key Largo,Y,B,0.045,N,,T2
307,,B-2,12,03.04.2020,14:14:00,14:50:00,,Plantation Key,Y,C,0.041,N,,T2
33,,A-1,12,03.04.2020,14:46:00,15:49:00,,North Key Largo,Y,C,0.045,N,,T2
444,,A-3,12,03.04.2020,14:47:00,15:22:00,,North Key Largo,Y,B,0.033,N,,T2
205,,A-4,12,03.04.2020,14:48:00,15:22:00,,Plantation Key,N,,0.039,N,,T2
2,,B-1,12,03.04.2020,14:49:00,19:59:08,Y,Plantation Key,Y,C,0.038,N,,T2
309,,B-2,12,03.04.2020,14:50:00,22:04:33,Y,Plantation Key,Y,C,0.033,N,,T2
312,,A-3,12,03.04.2020,15:23:00,15:56:00,,Key Largo,Y,B,0.031,N,,T2
91,,A-4,12,03.04.2020,15:24:00,15:56:00,,North Key Largo,N,,0.082,Y,,T2
142,,A-1,12,03.04.2020,15:57:00,16:29:00,,North Key Largo,Y,B,0.099,N,,T2
131,,A-3,12,03.04.2020,15:58:00,18:46:49,Y,North Key Largo,Y,BC,0.036,N,,T2
129,,A-4,12,03.04.2020,15:59:00,16:29:00,,North Key Largo,Y,B,0.038,N,,T2
424,,A-1,13,03.05.2020,8:34:00,09:09:00,,North Key Largo,N,,0.090,Y,,T2
355,,A-2,13,03.05.2020,8:35:00,09:09:00,,North Key Largo,Y,B,0.034,N,,T2
204,,A-3,13,03.05.2020,8:36:00,10:40:00,,Plantation Key,Y,BC,0.037,N,,T2
15,,A-4,13,03.05.2020,8:37:00,09:09:00,,Key Largo,Y,B,0.046,N,,T2
27,,B-1,13,03.05.2020,8:38:00,09:09:00,,North Key Largo,N,,0.088,Y,,T2
310,,B-2,13,03.05.2020,8:39:00,09:09:00,,Plantation Key,Y,B,0.044,N,,T2
315,,A-1,13,03.05.2020,9:11:00,09:46:00,,Key Largo,Y,B,0.035,N,,T2
50,,A-2,13,03.05.2020,9:12:00,09:46:00,,Homestead,N,,0.049,N,,T2
425,,A-4,13,03.05.2020,9:13:00,09:46:00,,North Key Largo,Y,B,0.042,N,,T2
183,,B-1,13,03.05.2020,9:14:00,15:58:00,,Leesburg,Y,C,0.039,N,,T2
392,,B-2,13,03.05.2020,9:15:00,09:46:00,,Plantation Key,N,,0.037,N,,T2
43,,B-3,13,03.05.2020,9:16:00,09:46:00,,Homestead,N,,0.067,Y,,T2
22,,A-1,13,03.05.2020,9:48:00,10:22:00,,North Key Largo,N,,0.046,N,,T2
322,,A-2,13,03.05.2020,9:49:00,10:22:00,,North Key Largo,N,,0.047,M,,T2
41,,A-4,13,03.05.2020,9:50:00,10:22:00,,Homestead,N,,0.123,Y,,T2
371,,B-2,13,03.05.2020,9:51:00,10:24:00,,Lake Placid,Y,CB,0.030,N,,T2
345,,B-3,13,03.05.2020,9:52:00,10:22:00,,North Key Largo,N,,0.079,Y,,T2
419,,A-1,13,03.05.2020,10:25:00,11:00:00,,North Key Largo,N,,0.041,N,,T2
11,,A-2,13,03.05.2020,10:26:00,11:28:00,,Key Largo,Y,C,0.049,N,,T2
153,,A-4,13,03.05.2020,10:27:00,11:00:00,,Homestead,N,,0.029,N,,T2
149,,B-2,13,03.05.2020,10:28:00,11:00:00,,North Key Largo,N,,0.090,N,,T2
57,,B-3,13,03.05.2020,10:29:00,11:00:00,,Lake Placid,N,,0.033,N,,T2
437,,B-4,13,03.05.2020,10:30:00,11:00:00,,North Key Largo,N,,0.045,N,,T2
236,,A-1,13,03.05.2020,11:01:00,11:38:00,,North Key Largo,Y,B,0.042,N,,T2
400,,A-3,13,03.05.2020,11:02:00,11:38:00,,Key Largo,N,,0.045,N,,T2
154,,A-4,13,03.05.2020,11:03:00,11:38:00,,Homestead,N,,0.029,N,,T2
90,,B-2,13,03.05.2020,11:05:00,15:45:00,,Gainesville,Y,BC,0.039,N,,T2
217,,B-3,13,03.05.2020,11:06:00,11:38:00,,Key Largo,N,,0.098,Y,,T2
326,,B-4,13,03.05.2020,11:07:00,11:38:00,,North Key Largo,N,,0.122,Y,,T2
4,,A-1,13,03.05.2020,12:49:00,13:25:00,,Plantation Key,N,,0.044,N,,T2
358,,A-2,13,03.05.2020,12:50:00,13:25:00,,North Key Largo,N,,0.029,N,,T2
140,,A-3,13,03.05.2020,12:51:00,22:05:20,Y,North Key Largo,Y,BC,0.100,Y,,T2
52,,A-4,13,03.05.2020,12:52:00,13:25:00,,Lake Placid,Y,B,0.039,N,,T2
329,,B-3,13,03.05.2020,12:53:00,13:25:00,,North Key Largo,N,,0.085,Y,,T2
394,,B-4,13,03.05.2020,12:54:00,13:25:00,,Plantation Key,Y,B,0.032,N,,T2
100,,A-2,13,03.05.2020,13:28:00,16:08:00,,North Key Largo,Y,C,0.047,N,,T2
28,,A-4,13,03.05.2020,13:29:00,14:05:00,,North Key Largo,Y,B,0.035,N,,T2
359,,A-1,13,03.05.2020,13:29:00,14:05:00,,North Key Largo,Y,B,0.031,N,,T2
350,,B-3,13,03.05.2020,13:32:00,16:12:00,,North Key Largo,Y,BC,0.038,N,,T2
19,,B-4,13,03.05.2020,13:33:00,15:33:00,,Key Largo,Y,BC,0.045,N,,T2
111,,A-1,13,03.05.2020,14:07:00,14:40:00,,Key Largo,N,,0.085,Y,,T2
352,,A-4,13,03.05.2020,14:08:00,14:40:00,,North Key Largo,Y,B,0.033,N,,T2
143,,A-1,13,03.05.2020,14:41:00,20:01:01,Y,North Key Largo,Y,C,0.035,N,,T2
30,,A-4,13,03.05.2020,14:42:00,15:01:00,,North Key Largo,N,,0.112,Y,,T2
164,,A-4,13,03.05.2020,15:13:00,18:18:32,Y,Lake Placid,Y,BC,0.069,Y,,T2
99,,B-4,13,03.05.2020,15:44:00,16:17:00,,North Key Largo,N,,0.038,N,,T2
137,,B-2,13,03.05.2020,15:45:00,16:17:00,,North Key Largo,Y,C,0.050,N,,T2
382,,A-2,13,03.05.2020,16:18:00,17:09:00,,Plantation Key,Y,C,0.037,N,,T2
229,,B-1,13,03.05.2020,16:19:00,17:09:00,,North Key Largo,N,,0.099,Y,,T2
112,,B-2,13,03.05.2020,16:20:00,17:09:00,,Key Largo,N,,0.083,Y,,T2
327,,B-3,13,03.05.2020,16:21:00,17:09:00,,North Key Largo,N,,0.080,Y,,T2
21,,B-4,13,03.05.2020,16:22:00,17:09:00,,North Key Largo,Y,B,0.044,N,,T2
409,,A-1,14,03.06.2020,8:50:00,11:40:00,,Key Largo,Y,BC,0.040,N,,T2
410,,A-2,14,03.06.2020,8:51:00,09:25:00,,Key Largo,Y,B,0.053,N,,T2
35,,A-3,14,03.06.2020,8:52:00,09:25:00,,North Key Largo,Y,B,0.050,N,,T2
413,,A-4,14,03.06.2020,8:53:00,09:25:00,,North Key Largo,N,,0.056,N,,T2
439,,B-1,14,03.06.2020,8:53:00,20:24:10,Y,North Key Largo,Y,C,0.040,N,BUG: flying in place throughout the reording; flying in place next day too,T2
56,,B-2,14,03.06.2020,8:54:00,16:21:00,,Lake Placid,Y,C,0.049,N,,T2
304,,B-3,14,03.06.2020,8:54:00,09:25:00,,Plantation Key,N,,0.042,N,,T2
240,,B-4,14,03.06.2020,8:55:00,14:30:00,,North Key Largo,Y,C,0.056,N,,T2
403,,A-2,14,03.06.2020,9:27:00,19:44:17,Y,Plantation Key,Y,C,0.056,N,,T2
202,,A-3,14,03.06.2020,9:28:00,10:00:00,,Plantation Key,N,,0.053,N,,T2
237,,A-4,14,03.06.2020,9:29:00,10:00:00,,North Key Largo,N,,0.079,Y,,T2
161,,B-3,14,03.06.2020,9:30:00,10:00:00,,Lake Placid,N,,0.088,Y,,T2
438,,A-3,14,03.06.2020,10:01:00,11:40:00,,North Key Largo,Y,BC,0.072,Y,,T2
411,,A-4,14,03.06.2020,10:02:00,10:35:00,,North Key Largo,N,,0.048,N,,T2
224,,B-3,14,03.06.2020,10:03:00,10:35:00,,North Key Largo,N,,0.059,N,,T2
306,,A-4,14,03.06.2020,10:37:00,11:09:00,,Plantation Key,Y,B,0.052,N,,T2
151,,B-3,14,03.06.2020,10:38:00,10:50:00,Y,Homestead,Y,C,0.081,Y,,T2
242,,A-4,14,03.06.2020,11:09:00,12:38:00,,North Key Largo,Y,C,0.046,N,,T2
97,,A-1,14,03.06.2020,11:42:00,12:15:00,,North Key Largo,N,,0.130,Y,,T2
223,,A-3,14,03.06.2020,11:43:00,22:35:37,Y,North Key Largo,Y,BC,0.044,N,,T2
318,,A-1,14,03.06.2020,12:16:00,12:48:00,,Key Largo,N,,0.062,Y,,T2
208,,A-1,14,03.06.2020,12:51:00,13:23:00,,Plantation Key,Y,B,0.041,N,,T2
384,,A-4,14,03.06.2020,12:52:00,13:23:00,,Plantation Key,Y,B,0.033,N,,T2
38,,A-1,14,03.06.2020,13:25:00,20:14:20,Y,North Key Largo,Y,C,0.042,N,,T2
227,,A-4,14,03.06.2020,13:26:00,13:56:00,,North Key Largo,N,,0.112,Y,,T2
159,,A-4,14,03.06.2020,13:58:00,20:51:00,Y,Homestead,Y,B,0.036,N,,T2
216,,B-4,14,03.06.2020,14:30:00,15:01:00,,Key Largo,N,,0.046,N,,T2
385,,B-4,14,03.06.2020,15:01:00,22:01:59,Y,Plantation Key,Y,BC,0.065,Y,,T2
253,,A-1,15,03.09.2020,8:38:00,09:14:00,,Homestead,Y,B,0.084,Y,,T2
5,,A-2,15,03.09.2020,8:39:00,09:14:00,,Plantation Key,N,,0.100,Y,,T2
390,,A-3,15,03.09.2020,8:39:00,09:14:00,,Plantation Key,N,,0.065,Y,,T2
231,,A-4,15,03.09.2020,8:40:00,09:14:00,,North Key Largo,Y,B,0.039,N,,T2
130,,B-1,15,03.09.2020,8:41:00,09:14:00,,North Key Largo,N,,0.054,Y,,T2
268,,B-2,15,03.09.2020,8:41:00,15:51:00,,Lake Placid,Y,C,0.036,N,,T2
17,,B-3,15,03.09.2020,8:42:00,09:14:00,,Key Largo,Y,B,0.041,N,,T2
20,,B-4,15,03.09.2020,8:42:00,09:14:00,,Key Largo,N,,0.105,Y,,T2
347,,A-1,15,03.09.2020,9:17:00,09:53:00,,North Key Largo,N,,0.056,N,,T2
269,,A-2,15,03.09.2020,9:18:00,09:53:00,,Lake Placid,N,,0.080,Y,,T2
431,,A-3,15,03.09.2020,9:19:00,09:53:00,,North Key Largo,N,,0.039,N,,T2
228,,A-4,15,03.09.2020,9:20:00,10:31:00,,North Key Largo,Y,BC,0.041,N,,T2
25,,B-1,15,03.09.2020,9:21:00,10:36:00,,North Key Largo,Y,C,0.059,N,,T2
49,,B-3,15,03.09.2020,9:22:00,09:53:00,,Homestead,N,,0.051,N,,T2
87,,B-4,15,03.09.2020,9:23:00,09:53:00,,Gainesville,N,,0.037,N,,T2
395,,A-1,15,03.09.2020,9:53:00,10:30:00,,Key Largo,N,,0.045,N,,T2
428,,A-2,15,03.09.2020,9:54:00,10:30:00,,North Key Largo,N,,0.060,Y,,T2
261,,A-3,15,03.09.2020,9:55:00,10:35:00,,Lake Placid,Y,C,0.042,N,,T2
319,,B-3,15,03.09.2020,9:58:00,10:30:00,,Key Largo,Y,CB,0.065,Y,,T2
9,,B-4,15,03.09.2020,9:59:00,10:30:00,,Plantation Key,N,,0.049,N,,T2
